"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G34001700170001","27","5","340170170001"
"G34001700170002","32","6","340170170002"
"G34001700170003","21","4","340170170003"
"G34001700171001","28","5","340170171001"
"G34001700171002","40","8","340170171002"
"G34001700171003","24","5","340170171003"
"G34001700171004","24","5","340170171004"
"G34001700172001","15","3","340170172001"
"G34001700172002","22","4","340170172002"
"G34001700173001","37","7","340170173001"
"G34001700174001","46","8","340170174001"
"G34001700174002","38","7","340170174002"
"G34001700175001","22","4","340170175001"
"G34001700175002","35","7","340170175002"
"G34001700176001","31","6","340170176001"
"G34001700176002","32","6","340170176002"
"G34001700177001","34","7","340170177001"
"G34001700177002","34","7","340170177002"
"G34001700178001","26","5","340170178001"
"G34001700178002","34","7","340170178002"
"G34001700178003","30","6","340170178003"
"G34001700178004","10","2","340170178004"
"G34001700179001","2","1","340170179001"
"G34001700179002","4","1","340170179002"
"G34001700180001","26","5","340170180001"
"G34001700180002","16","3","340170180002"
"G34001700180003","28","5","340170180003"
"G34001700181001","8","2","340170181001"
"G34001700181002","9","2","340170181002"
"G34001700182001","5","1","340170182001"
"G34001700182002","16","3","340170182002"
"G34001700182003","10","2","340170182003"
"G34001700182004","4","1","340170182004"
"G34001700183011","2","1","340170183011"
"G34001700183012","2","1","340170183012"
"G34001700183021","2","1","340170183021"
"G34001700184011","5","1","340170184011"
"G34001700184012","12","2","340170184012"
"G34001700184013","2","1","340170184013"
"G34001700184021","4","1","340170184021"
"G34001700184022","5","1","340170184022"
"G34001700185011","6","1","340170185011"
"G34001700185021","17","3","340170185021"
"G34001700185022","14","3","340170185022"
"G34001700186001","7","1","340170186001"
"G34001700186002","6","1","340170186002"
"G34001700187011","GQ","GQ","340170187011"
"G34001700187012","4","1","340170187012"
"G34001700187021","10","2","340170187021"
"G34001700187022","9","2","340170187022"
"G34001700187023","10","2","340170187023"
"G34001700187024","13","2","340170187024"
"G34001700188001","10","2","340170188001"
"G34001700188002","3","1","340170188002"
"G34001700188003","4","1","340170188003"
"G34001700189001","6","1","340170189001"
"G34001700189002","9","2","340170189002"
"G34001700189003","10","2","340170189003"
"G34001700190001","6","1","340170190001"
"G34001700190002","10","2","340170190002"
"G34001700190003","18","3","340170190003"
"G34001700190004","15","3","340170190004"
"G34001700191001","8","2","340170191001"
"G34001700192001","4","1","340170192001"
"G34001700192002","5","1","340170192002"
"G34001700193001","5","1","340170193001"
"G34001700194001","5","1","340170194001"
"G34001700194002","4","1","340170194002"
"G34001700198001","10","2","340170198001"
"G34001700199001","10","2","340170199001"
"G34001700199002","18","3","340170199002"
"G34001700199003","30","6","340170199003"
"G34001700200001","10","2","340170200001"
"G34001700200002","22","4","340170200002"
"G34001700200003","13","2","340170200003"
"G34001700200004","24","5","340170200004"
"G34001700201001","15","3","340170201001"
"G34001700324001","25","5","340170324001"
"G34001700324002","20","4","340170324002"
"G34001700324003","38","7","340170324003"
"G34001700324004","43","8","340170324004"
"G34001709801001","PH","PH","340179801001"
"G34001900101001","7","1","340190101001"
"G34001900101002","8","2","340190101002"
"G34001900101003","9","2","340190101003"
"G34001900101004","5","1","340190101004"
"G34001900102011","16","3","340190102011"
"G34001900102012","22","4","340190102012"
"G34001900102021","23","4","340190102021"
"G34001900102022","17","3","340190102022"
"G34001900102023","25","5","340190102023"
"G34001900103001","40","8","340190103001"
"G34001900103002","63","10","340190103002"
"G34001900103003","18","3","340190103003"
"G34001900104001","15","3","340190104001"
"G34001900104002","38","7","340190104002"
"G34001900104003","15","3","340190104003"
"G34001900104004","18","3","340190104004"
"G34001900105001","24","5","340190105001"
"G34001900105002","21","4","340190105002"
"G34001900105003","32","6","340190105003"
"G34001900105004","34","7","340190105004"
"G34001900106001","13","2","340190106001"
"G34001900106002","35","7","340190106002"
"G34001900106003","12","2","340190106003"
"G34001900106004","38","7","340190106004"
"G34001900107011","GQ","GQ","340190107011"
"G34001900107012","22","4","340190107012"
"G34001900107013","12","2","340190107013"
"G34001900107014","61","10","340190107014"
"G34001900107021","15","3","340190107021"
"G34001900107022","19","4","340190107022"
"G34001900108011","21","4","340190108011"
"G34001900108012","21","4","340190108012"
"G34001900108021","29","6","340190108021"
"G34001900109001","32","6","340190109001"
"G34001900109002","62","10","340190109002"
"G34001900109003","45","8","340190109003"
"G34001900109004","28","5","340190109004"
"G34001900110011","15","3","340190110011"
"G34001900110012","GQ","GQ","340190110012"
"G34001900110013","11","2","340190110013"
"G34001900110014","13","2","340190110014"
"G34001900110031","25","5","340190110031"
"G34001900110032","13","2","340190110032"
"G34001900110033","9","2","340190110033"
"G34001900110041","13","2","340190110041"
"G34001900111001","18","3","340190111001"
"G34001900111002","20","4","340190111002"
"G34001900111003","19","4","340190111003"
"G34001900111004","19","4","340190111004"
"G34001900112021","10","2","340190112021"
"G34001900112022","42","8","340190112022"
"G34001900112023","22","4","340190112023"
"G34001900112031","15","3","340190112031"
"G34001900112032","9","2","340190112032"
"G34001900112033","13","2","340190112033"
"G34001900112041","8","2","340190112041"
"G34001900113011","10","2","340190113011"
"G34001900113012","21","4","340190113012"
"G34001900113013","13","2","340190113013"
"G34001900113031","46","8","340190113031"
"G34001900113032","27","5","340190113032"
"G34001900113033","14","3","340190113033"
"G34001900113041","11","2","340190113041"
"G34001900113042","9","2","340190113042"
"G34001900113051","35","7","340190113051"
"G34001900113052","6","1","340190113052"
"G34001900113061","10","2","340190113061"
"G34001900113062","21","4","340190113062"
"G34001900114001","43","8","340190114001"
"G34001900114002","29","6","340190114002"
"G34001900114003","37","7","340190114003"
"G34001900115001","33","6","340190115001"
"G34001900115002","15","3","340190115002"
"G34001900115003","14","3","340190115003"
"G34001900116001","13","2","340190116001"
"G34001900116002","11","2","340190116002"
"G34001900116003","22","4","340190116003"
"G34001900117001","16","3","340190117001"
"G34001900117002","18","3","340190117002"
"G34001900117003","16","3","340190117003"
"G34001900118001","13","2","340190118001"
"G34001900118002","15","3","340190118002"
"G34001900119001","19","4","340190119001"
"G34001900119002","21","4","340190119002"
"G34001900119003","17","3","340190119003"
"G34002100001001","87","10","340210001001"
"G34002100001002","89","10","340210001002"
"G34002100002001","72","10","340210002001"
"G34002100002002","100","10","340210002002"
"G34002100002003","78","10","340210002003"
"G34002100002004","68","10","340210002004"
"G34002100003001","68","10","340210003001"
"G34002100003002","85","10","340210003002"
"G34002100003003","93","10","340210003003"
"G34002100003004","67","10","340210003004"
"G34002100004001","97","10","340210004001"
"G34002100004002","96","10","340210004002"
"G34002100004003","91","10","340210004003"
"G34002100005001","85","10","340210005001"
"G34002100005002","85","10","340210005002"
"G34002100005003","92","10","340210005003"
"G34002100006001","64","10","340210006001"
"G34002100006002","80","10","340210006002"
"G34002100006003","73","10","340210006003"
"G34002100007001","88","10","340210007001"
"G34002100007002","84","10","340210007002"
"G34002100007003","83","10","340210007003"
"G34002100008001","69","10","340210008001"
"G34002100008002","60","10","340210008002"
"G34002100009001","84","10","340210009001"
"G34002100009002","PH","PH","340210009002"
"G34002100009003","PH","PH","340210009003"
"G34002100009004","46","8","340210009004"
"G34002100009005","69","10","340210009005"
"G34002100010001","97","10","340210010001"
"G34002100010002","96","10","340210010002"
"G34002100010003","91","10","340210010003"
"G34002100010004","PH","PH","340210010004"
"G34002100010005","PH","PH","340210010005"
"G34002100011011","88","10","340210011011"
"G34002100011012","50","9","340210011012"
"G34002100011021","72","10","340210011021"
"G34002100011022","71","10","340210011022"
"G34002100011023","63","10","340210011023"
"G34002100012001","67","10","340210012001"
"G34002100012002","86","10","340210012002"
"G34002100012003","57","9","340210012003"
"G34002100013001","GQ-PH","GQ-PH","340210013001"
"G34002100013002","80","10","340210013002"
"G34002100013003","34","7","340210013003"
"G34002100014011","94","10","340210014011"
"G34002100014012","95","10","340210014012"
"G34002100014013","89","10","340210014013"
"G34002100014014","96","10","340210014014"
"G34002100014021","69","10","340210014021"
"G34002100014022","78","10","340210014022"
"G34002100015001","82","10","340210015001"
"G34002100015002","89","10","340210015002"
"G34002100015003","85","10","340210015003"
"G34002100016001","95","10","340210016001"
"G34002100017001","96","10","340210017001"
"G34002100017002","93","10","340210017002"
"G34002100017003","91","10","340210017003"
"G34002100018001","GQ","GQ","340210018001"
"G34002100018002","80","10","340210018002"
"G34002100018003","94","10","340210018003"
"G34002100019001","98","10","340210019001"
"G34002100020001","96","10","340210020001"
"G34002100021001","85","10","340210021001"
"G34002100021002","95","10","340210021002"
"G34002100021003","97","10","340210021003"
"G34002100021004","91","10","340210021004"
"G34002100022001","86","10","340210022001"
"G34002100022002","86","10","340210022002"
"G34002100022003","76","10","340210022003"
"G34002100022004","84","10","340210022004"
"G34002100022005","86","10","340210022005"
"G34002100025001","58","9","340210025001"
"G34002100025002","56","9","340210025002"
"G34002100025003","59","9","340210025003"
"G34002100025004","54","9","340210025004"
"G34002100025005","PH","PH","340210025005"
"G34002100026011","51","9","340210026011"
"G34002100026012","47","8","340210026012"
"G34002100026013","82","10","340210026013"
"G34002100026014","61","10","340210026014"
"G34002100026021","51","9","340210026021"
"G34002100026022","45","8","340210026022"
"G34002100027011","45","8","340210027011"
"G34002100027012","73","10","340210027012"
"G34002100027013","55","9","340210027013"
"G34002100027021","37","7","340210027021"
"G34002100027022","50","9","340210027022"
"G34002100027023","41","8","340210027023"
"G34002100027024","44","8","340210027024"
"G34002100028001","63","10","340210028001"
"G34002100028002","51","9","340210028002"
"G34002100028003","69","10","340210028003"
"G34002100029021","36","7","340210029021"
"G34002100029022","42","8","340210029022"
"G34002100029023","55","9","340210029023"
"G34002100029024","58","9","340210029024"
"G34002100029031","31","6","340210029031"
"G34002100029032","29","6","340210029032"
"G34002100029041","22","4","340210029041"
"G34002100029042","25","5","340210029042"
"G34002100029043","31","6","340210029043"
"G34002100030011","40","8","340210030011"
"G34002100030012","20","4","340210030012"
"G34002100030013","24","5","340210030013"
"G34002100030014","15","3","340210030014"
"G34002100030021","15","3","340210030021"
"G34002100030022","23","4","340210030022"
"G34002100030023","25","5","340210030023"
"G34002100030024","32","6","340210030024"
"G34002100030025","26","5","340210030025"
"G34002100030031","36","7","340210030031"
"G34002100030032","44","8","340210030032"
"G34002100030033","32","6","340210030033"
"G34002100030034","40","8","340210030034"
"G34002100030041","28","5","340210030041"
"G34002100030042","35","7","340210030042"
"G34002100030043","41","8","340210030043"
"G34002100030061","25","5","340210030061"
"G34002100030062","33","6","340210030062"
"G34002100030063","44","8","340210030063"
"G34002100030071","32","6","340210030071"
"G34002100030072","26","5","340210030072"
"G34002100030073","38","7","340210030073"
"G34002100030081","24","5","340210030081"
"G34002100030082","51","9","340210030082"
"G34002100030091","44","8","340210030091"
"G34002100030092","63","10","340210030092"
"G34002100030093","43","8","340210030093"
"G34002100031001","51","9","340210031001"
"G34002100031002","50","9","340210031002"
"G34002100031003","36","7","340210031003"
"G34002100032011","26","5","340210032011"
"G34002100032012","25","5","340210032012"
"G34002100032013","38","7","340210032013"
"G34002100032014","GQ-PH","GQ-PH","340210032014"
"G34002100032015","31","6","340210032015"
"G34002100032016","10","2","340210032016"
"G34002100032021","26","5","340210032021"
"G34002100032022","19","4","340210032022"
"G34002100032023","27","5","340210032023"
"G34002100033011","15","3","340210033011"
"G34002100033012","42","8","340210033012"
"G34002100033013","17","3","340210033013"
"G34002100033014","5","1","340210033014"
"G34002100033031","51","9","340210033031"
"G34002100033032","18","3","340210033032"
"G34002100033033","19","4","340210033033"
"G34002100033034","14","3","340210033034"
"G34002100033041","6","1","340210033041"
"G34002100033042","7","1","340210033042"
"G34002100034001","72","10","340210034001"
"G34002100034002","62","10","340210034002"
"G34002100035001","53","9","340210035001"
"G34002100035002","50","9","340210035002"
"G34002100035003","63","10","340210035003"
"G34002100035004","62","10","340210035004"
"G34002100035005","52","9","340210035005"
"G34002100035006","52","9","340210035006"
"G34002100036011","43","8","340210036011"
"G34002100036012","49","9","340210036012"
"G34002100036021","52","9","340210036021"
"G34002100036022","46","8","340210036022"
"G34002100036023","61","10","340210036023"
"G34002100037031","37","7","340210037031"
"G34002100037032","33","6","340210037032"
"G34002100037033","GQ-PH","GQ-PH","340210037033"
"G34002100037034","GQ","GQ","340210037034"
"G34002100037041","34","7","340210037041"
"G34002100037042","25","5","340210037042"
"G34002100037061","32","6","340210037061"
"G34002100037062","28","5","340210037062"
"G34002100037071","GQ-PH","GQ-PH","340210037071"
"G34002100037072","PH","PH","340210037072"
"G34002100037073","60","10","340210037073"
"G34002100037081","33","6","340210037081"
"G34002100037082","GQ","GQ","340210037082"
"G34002100037083","28","5","340210037083"
"G34002100037084","58","9","340210037084"
"G34002100038001","19","4","340210038001"
"G34002100038002","18","3","340210038002"
"G34002100038003","3","1","340210038003"
"G34002100038004","19","4","340210038004"
"G34002100038005","21","4","340210038005"
"G34002100038006","19","4","340210038006"
"G34002100038007","10","2","340210038007"
"G34002100039021","13","2","340210039021"
"G34002100039022","20","4","340210039022"
"G34002100039031","6","1","340210039031"
"G34002100039032","9","2","340210039032"
"G34002100039033","28","5","340210039033"
"G34002100039041","12","2","340210039041"
"G34002100039042","24","5","340210039042"
"G34002100039043","13","2","340210039043"
"G34002100039051","4","1","340210039051"
"G34002100039052","17","3","340210039052"
"G34002100039053","12","2","340210039053"
"G34002100040001","6","1","340210040001"
"G34002100040002","8","2","340210040002"
"G34002100040003","5","1","340210040003"
"G34002100040004","9","2","340210040004"
"G34002100042031","1","1","340210042031"
"G34002100042032","8","2","340210042032"
"G34002100042033","2","1","340210042033"
"G34002100042041","GQ","GQ","340210042041"
"G34002100042042","2","1","340210042042"
"G34002100042043","6","1","340210042043"
"G34002100042044","3","1","340210042044"
"G34002100042051","6","1","340210042051"
"G34002100042052","3","1","340210042052"
"G34002100042061","8","2","340210042061"
"G34002100042062","8","2","340210042062"
"G34002100043061","5","1","340210043061"
"G34002100043062","7","1","340210043062"
"G34002100043071","7","1","340210043071"
"G34002100043072","7","1","340210043072"
"G34002100043073","7","1","340210043073"
"G34002100043091","12","2","340210043091"
"G34002100043092","PH","PH","340210043092"
"G34002100043093","19","4","340210043093"
"G34002100043094","7","1","340210043094"
"G34002100043095","10","2","340210043095"
"G34002100043111","79","10","340210043111"
"G34002100043112","12","2","340210043112"
"G34002100043113","26","5","340210043113"
"G34002100043114","41","8","340210043114"
"G34002100043121","7","1","340210043121"
"G34002100043122","7","1","340210043122"
"G34002100043123","3","1","340210043123"
"G34002100043131","6","1","340210043131"
"G34002100043132","11","2","340210043132"
"G34002100043141","PH","PH","340210043141"
"G34002100043142","PH","PH","340210043142"
"G34002100043143","12","2","340210043143"
"G34002100043144","33","6","340210043144"
"G34002100043145","PH","PH","340210043145"
"G34002100043146","12","2","340210043146"
"G34002100043147","15","3","340210043147"
"G34002100043151","6","1","340210043151"
"G34002100043152","4","1","340210043152"
"G34002100043161","3","1","340210043161"
"G34002100043162","16","3","340210043162"
"G34002100043163","6","1","340210043163"
"G34002100044031","32","6","340210044031"
"G34002100044032","30","6","340210044032"
"G34002100044033","46","8","340210044033"
"G34002100044041","32","6","340210044041"
"G34002100044042","42","8","340210044042"
"G34002100044043","40","8","340210044043"
"G34002100044044","55","9","340210044044"
"G34002100044061","17","3","340210044061"
"G34002100044062","46","8","340210044062"
"G34002100044063","17","3","340210044063"
"G34002100044064","89","10","340210044064"
"G34002100044071","21","4","340210044071"
"G34002100044072","27","5","340210044072"
"G34002100044073","19","4","340210044073"
"G34002100044074","30","6","340210044074"
"G34002100044081","36","7","340210044081"
"G34002100044082","11","2","340210044082"
"G34002100044083","11","2","340210044083"
"G34002100044091","49","9","340210044091"
"G34002100044092","38","7","340210044092"
"G34002100044093","18","3","340210044093"
"G34002100045011","GQ-PH","GQ-PH","340210045011"
"G34002100045012","GQ","GQ","340210045012"
"G34002100045013","3","1","340210045013"
"G34002100045014","GQ-PH","GQ-PH","340210045014"
"G34002100045021","1","1","340210045021"
"G34002100045022","1","1","340210045022"
"G34002109800001","GQ-PH","GQ-PH","340219800001"
"G34002300001011","28","5","340230001011"
"G34002300001012","23","4","340230001012"
"G34002300001021","35","7","340230001021"
"G34002300001022","25","5","340230001022"
"G34002300001023","31","6","340230001023"
"G34002300001024","30","6","340230001024"
"G34002300002001","30","6","340230002001"
"G34002300002002","35","7","340230002002"
"G34002300002003","31","6","340230002003"
"G34002300002004","48","9","340230002004"
"G34002300003001","35","7","340230003001"
"G34002300003002","38","7","340230003002"
"G34002300003003","33","6","340230003003"
"G34002300003004","34","7","340230003004"
"G34002300004011","34","7","340230004011"
"G34002300004012","23","4","340230004012"
"G34002300004013","20","4","340230004013"
"G34002300004031","23","4","340230004031"
"G34002300004032","18","3","340230004032"
"G34002300004033","29","6","340230004033"
"G34002300004041","31","6","340230004041"
"G34002300004042","33","6","340230004042"
"G34002300004043","31","6","340230004043"
"G34002300004044","22","4","340230004044"
"G34002300005011","32","6","340230005011"
"G34002300005012","33","6","340230005012"
"G34002300005013","31","6","340230005013"
"G34002300005031","32","6","340230005031"
"G34002300005032","25","5","340230005032"
"G34002300005041","27","5","340230005041"
"G34002300005042","24","5","340230005042"
"G34002300005043","26","5","340230005043"
"G34002300006031","17","3","340230006031"
"G34002300006032","19","4","340230006032"
"G34002300006081","35","7","340230006081"
"G34002300006091","16","3","340230006091"
"G34002300006092","45","8","340230006092"
"G34002300006101","20","4","340230006101"
"G34002300006102","21","4","340230006102"
"G34002300007011","10","2","340230007011"
"G34002300007012","13","2","340230007012"
"G34002300007013","21","4","340230007013"
"G34002300007021","17","3","340230007021"
"G34002300007022","34","7","340230007022"
"G34002300007023","20","4","340230007023"
"G34002300007024","25","5","340230007024"
"G34002300008011","22","4","340230008011"
"G34002300008012","25","5","340230008012"
"G34002300008013","19","4","340230008013"
"G34002300008021","25","5","340230008021"
"G34002300008022","25","5","340230008022"
"G34002300009011","21","4","340230009011"
"G34002300009021","23","4","340230009021"
"G34002300009022","32","6","340230009022"
"G34002300009023","29","6","340230009023"
"G34002300009024","25","5","340230009024"
"G34002300009025","27","5","340230009025"
"G34002300010011","21","4","340230010011"
"G34002300010031","30","6","340230010031"
"G34002300010032","27","5","340230010032"
"G34002300010033","20","4","340230010033"
"G34002300010041","20","4","340230010041"
"G34002300010042","19","4","340230010042"
"G34002300011001","24","5","340230011001"
"G34002300011002","13","2","340230011002"
"G34002300011003","57","9","340230011003"
"G34002300012001","35","7","340230012001"
"G34002300012002","7","1","340230012002"
"G34002300012003","32","6","340230012003"
"G34002300012004","46","8","340230012004"
"G34002300013001","22","4","340230013001"
"G34002300013002","23","4","340230013002"
"G34002300013003","24","5","340230013003"
"G34002300014091","9","2","340230014091"
"G34002300014092","10","2","340230014092"
"G34002300014093","9","2","340230014093"
"G34002300014101","11","2","340230014101"
"G34002300014102","14","3","340230014102"
"G34002300014111","11","2","340230014111"
"G34002300014112","15","3","340230014112"
"G34002300014113","7","1","340230014113"
"G34002300014121","15","3","340230014121"
"G34002300014122","8","2","340230014122"
"G34002300014131","12","2","340230014131"
"G34002300014132","13","2","340230014132"
"G34002300014133","11","2","340230014133"
"G34002300014141","20","4","340230014141"
"G34002300014142","14","3","340230014142"
"G34002300014143","19","4","340230014143"
"G34002300014144","22","4","340230014144"
"G34002300014151","7","1","340230014151"
"G34002300014152","11","2","340230014152"
"G34002300014153","8","2","340230014153"
"G34002300014154","6","1","340230014154"
"G34002300014155","7","1","340230014155"
"G34002300014171","10","2","340230014171"
"G34002300014172","10","2","340230014172"
"G34002300014181","15","3","340230014181"
"G34002300014182","22","4","340230014182"
"G34002300014183","17","3","340230014183"
"G34002300014184","15","3","340230014184"
"G34002300014191","PH","PH","340230014191"
"G34002300014192","26","5","340230014192"
"G34002300015021","42","8","340230015021"
"G34002300015022","31","6","340230015022"
"G34002300015023","22","4","340230015023"
"G34002300015024","15","3","340230015024"
"G34002300015041","9","2","340230015041"
"G34002300015042","21","4","340230015042"
"G34002300015043","19","4","340230015043"
"G34002300015044","16","3","340230015044"
"G34002300015045","36","7","340230015045"
"G34002300015051","25","5","340230015051"
"G34002300015061","22","4","340230015061"
"G34002300015062","17","3","340230015062"
"G34002300015063","41","8","340230015063"
"G34002300016001","30","6","340230016001"
"G34002300016002","34","7","340230016002"
"G34002300016003","29","6","340230016003"
"G34002300016004","83","10","340230016004"
"G34002300016005","30","6","340230016005"
"G34002300017011","18","3","340230017011"
"G34002300017012","26","5","340230017012"
"G34002300017013","32","6","340230017013"
"G34002300017014","23","4","340230017014"
"G34002300017021","37","7","340230017021"
"G34002300017022","33","6","340230017022"
"G34002300017023","28","5","340230017023"
"G34002300018031","35","7","340230018031"
"G34002300018032","28","5","340230018032"
"G34002300018033","30","6","340230018033"
"G34002300018041","41","8","340230018041"
"G34002300018042","31","6","340230018042"
"G34002300018043","35","7","340230018043"
"G34002300018051","37","7","340230018051"
"G34002300018052","12","2","340230018052"
"G34002300018053","26","5","340230018053"
"G34002300018054","22","4","340230018054"
"G34002300018061","67","10","340230018061"
"G34002300018062","PH","PH","340230018062"
"G34002300018063","10","2","340230018063"
"G34002300018064","PH","PH","340230018064"
"G34002300018065","PH","PH","340230018065"
"G34002300018066","PH","PH","340230018066"
"G34002300018067","PH","PH","340230018067"
"G34002300019011","16","3","340230019011"
"G34002300019012","17","3","340230019012"
"G34002300019013","81","10","340230019013"
"G34002300019021","25","5","340230019021"
"G34002300019022","32","6","340230019022"
"G34002300019023","38","7","340230019023"
"G34002300019031","29","6","340230019031"
"G34002300019032","44","8","340230019032"
"G34002300019033","44","8","340230019033"
"G34002300020001","22","4","340230020001"
"G34002300020002","16","3","340230020002"
"G34002300020003","14","3","340230020003"
"G34002300021011","6","1","340230021011"
"G34002300021012","8","2","340230021012"
"G34002300021021","10","2","340230021021"
"G34002300021022","10","2","340230021022"
"G34002300021023","15","3","340230021023"
"G34002300022001","13","2","340230022001"
"G34002300022002","14","3","340230022002"
"G34002300022003","28","5","340230022003"
"G34002300023011","18","3","340230023011"
"G34002300023012","19","4","340230023012"
"G34002300023021","17","3","340230023021"
"G34002300023022","23","4","340230023022"
"G34002300024011","28","5","340230024011"
"G34002300024012","29","6","340230024012"
"G34002300024013","25","5","340230024013"
"G34002300024014","22","4","340230024014"
"G34002300024015","18","3","340230024015"
"G34002300024021","14","3","340230024021"
"G34002300025001","21","4","340230025001"
"G34002300025002","39","8","340230025002"
"G34002300025003","28","5","340230025003"
"G34002300025004","35","7","340230025004"
"G34002300025005","28","5","340230025005"
"G34002300026031","18","3","340230026031"
"G34002300026032","51","9","340230026032"
"G34002300026041","26","5","340230026041"
"G34002300026042","45","8","340230026042"
"G34002300026043","29","6","340230026043"
"G34002300026044","35","7","340230026044"
"G34002300026045","17","3","340230026045"
"G34002300026046","28","5","340230026046"
"G34002300026051","28","5","340230026051"
"G34002300026052","25","5","340230026052"
"G34002300027011","49","9","340230027011"
"G34002300027012","31","6","340230027012"
"G34002300027013","36","7","340230027013"
"G34002300027031","31","6","340230027031"
"G34002300027032","36","7","340230027032"
"G34002300027033","37","7","340230027033"
"G34002300027034","38","7","340230027034"
"G34002300027035","29","6","340230027035"
"G34002300028051","26","5","340230028051"
"G34002300028052","25","5","340230028052"
"G34002300029011","33","6","340230029011"
"G34002300029012","29","6","340230029012"
"G34002300029021","44","8","340230029021"
"G34002300029022","34","7","340230029022"
"G34002300029023","42","8","340230029023"
"G34002300030011","40","8","340230030011"
"G34002300030012","31","6","340230030012"
"G34002300030013","26","5","340230030013"
"G34002300030021","35","7","340230030021"
"G34002300030022","28","6","340230030022"
"G34002300030023","29","6","340230030023"
"G34002300030024","32","6","340230030024"
"G34002300031011","25","5","340230031011"
"G34002300031012","25","5","340230031012"
"G34002300031013","26","5","340230031013"
"G34002300031021","21","4","340230031021"
"G34002300031022","26","5","340230031022"
"G34002300031023","29","6","340230031023"
"G34002300032011","19","4","340230032011"
"G34002300032012","25","5","340230032012"
"G34002300032013","29","6","340230032013"
"G34002300032031","29","6","340230032031"
"G34002300032032","30","6","340230032032"
"G34002300032033","40","8","340230032033"
"G34002300032034","39","8","340230032034"
"G34002300033001","60","10","340230033001"
"G34002300033002","39","8","340230033002"
"G34002300033003","35","7","340230033003"
"G34002300034011","26","5","340230034011"
"G34002300034012","31","6","340230034012"
"G34002300034013","35","7","340230034013"
"G34002300034014","30","6","340230034014"
"G34002300034015","PH","PH","340230034015"
"G34002300035001","30","6","340230035001"
"G34002300035002","38","7","340230035002"
"G34002300035003","39","8","340230035003"
"G34002300036011","38","7","340230036011"
"G34002300036012","38","7","340230036012"
"G34002300036013","44","8","340230036013"
"G34002300037001","32","6","340230037001"
"G34002300037002","33","6","340230037002"
"G34002300037003","28","6","340230037003"
"G34002300038011","35","7","340230038011"
"G34002300038012","30","6","340230038012"
"G34002300038013","37","7","340230038013"
"G34002300038014","40","8","340230038014"
"G34002300038021","38","7","340230038021"
"G34002300038022","36","7","340230038022"
"G34002300040001","35","7","340230040001"
"G34002300040002","32","6","340230040002"
"G34002300040003","34","7","340230040003"
"G34002300041001","49","9","340230041001"
"G34002300041002","37","7","340230041002"
"G34002300042001","42","8","340230042001"
"G34002300042002","49","9","340230042002"
"G34002300043001","47","8","340230043001"
"G34002300043002","40","8","340230043002"
"G34002300043003","39","8","340230043003"
"G34002300044001","65","10","340230044001"
"G34002300044002","38","7","340230044002"
"G34002300044003","39","8","340230044003"
"G34002300045011","25","5","340230045011"
"G34002300045012","45","8","340230045012"
"G34002300045013","46","8","340230045013"
"G34002300045021","45","8","340230045021"
"G34002300045022","43","8","340230045022"
"G34002300046001","60","10","340230046001"
"G34002300046002","43","8","340230046002"
"G34002300046003","56","9","340230046003"
"G34002300046004","40","8","340230046004"
"G34002300046005","38","7","340230046005"
"G34002300047001","54","9","340230047001"
"G34002300047002","29","6","340230047002"
"G34002300047003","34","7","340230047003"
"G34002300048001","59","9","340230048001"
"G34002300048002","47","8","340230048002"
"G34002300048003","46","8","340230048003"
"G34002300049001","27","5","340230049001"
"G34002300049002","29","6","340230049002"
"G34002300049003","21","4","340230049003"
"G34002300050001","25","5","340230050001"
"G34002300050002","43","8","340230050002"
"G34002300050003","50","9","340230050003"
"G34002300051001","32","6","340230051001"
"G34002300051002","GQ","GQ","340230051002"
"G34002300051003","GQ","GQ","340230051003"
"G34002300051004","28","6","340230051004"
"G34002300052001","37","7","340230052001"
"G34002300052002","35","7","340230052002"
"G34002300052003","36","7","340230052003"
"G34002300052004","24","5","340230052004"
"G34002300053001","60","10","340230053001"
"G34002300053002","43","8","340230053002"
"G34002300055001","77","10","340230055001"
"G34002300055002","62","10","340230055002"
"G34002300056011","42","8","340230056011"
"G34002300056012","42","8","340230056012"
"G34002300056021","37","7","340230056021"
"G34002300056022","36","7","340230056022"
"G34002300056023","39","8","340230056023"
"G34002300056024","34","7","340230056024"
"G34002300057001","45","8","340230057001"
"G34002300057002","60","10","340230057002"
"G34002300057003","57","9","340230057003"
"G34002300058001","26","5","340230058001"
"G34002300058002","47","8","340230058002"
"G34002300058003","69","10","340230058003"
"G34002300060011","32","6","340230060011"
"G34002300060021","42","8","340230060021"
"G34002300060022","GQ","GQ","340230060022"
"G34002300061011","GQ","GQ","340230061011"
"G34002300061012","46","8","340230061012"
"G34002300061013","37","7","340230061013"
"G34002300061014","36","7","340230061014"
"G34002300061015","36","7","340230061015"
"G34002300061031","37","7","340230061031"
"G34002300061032","23","4","340230061032"
"G34002300061033","35","7","340230061033"
"G34002300061034","30","6","340230061034"
"G34002300061041","27","5","340230061041"
"G34002300061042","16","3","340230061042"
"G34002300061043","15","3","340230061043"
"G34002300062041","31","6","340230062041"
"G34002300062051","18","3","340230062051"
"G34002300062052","32","6","340230062052"
"G34002300062053","17","3","340230062053"
"G34002300062054","21","4","340230062054"
"G34002300062061","13","2","340230062061"
"G34002300062062","16","3","340230062062"
