"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G34001300212004","14","3","340130212004"
"G34001300213001","13","2","340130213001"
"G34001300213002","11","2","340130213002"
"G34001300213003","9","2","340130213003"
"G34001300213004","21","4","340130213004"
"G34001300213005","14","3","340130213005"
"G34001300214001","6","1","340130214001"
"G34001300214002","12","2","340130214002"
"G34001300214003","12","2","340130214003"
"G34001300214004","14","3","340130214004"
"G34001300214005","14","3","340130214005"
"G34001300214006","8","2","340130214006"
"G34001300216011","11","2","340130216011"
"G34001300216012","8","2","340130216012"
"G34001300216013","27","5","340130216013"
"G34001300216014","11","2","340130216014"
"G34001300216015","16","3","340130216015"
"G34001300216016","12","2","340130216016"
"G34001300216021","4","1","340130216021"
"G34001300216022","5","1","340130216022"
"G34001300216023","6","1","340130216023"
"G34001300216024","5","1","340130216024"
"G34001300216025","4","1","340130216025"
"G34001300217011","20","4","340130217011"
"G34001300217012","15","3","340130217012"
"G34001300217013","10","2","340130217013"
"G34001300217014","18","3","340130217014"
"G34001300217021","18","3","340130217021"
"G34001300217022","13","2","340130217022"
"G34001300217023","GQ","GQ","340130217023"
"G34001300218011","9","2","340130218011"
"G34001300218012","11","2","340130218012"
"G34001300218021","9","2","340130218021"
"G34001300218022","15","3","340130218022"
"G34001300218023","16","3","340130218023"
"G34001300218031","14","3","340130218031"
"G34001300218032","11","2","340130218032"
"G34001300218033","17","3","340130218033"
"G34001300227001","33","6","340130227001"
"G34001300227002","32","6","340130227002"
"G34001300227003","28","5","340130227003"
"G34001300228001","32","6","340130228001"
"G34001300228002","28","5","340130228002"
"G34001300229001","28","5","340130229001"
"G34001300229002","27","5","340130229002"
"G34001300229003","GQ","GQ","340130229003"
"G34001300230001","76","10","340130230001"
"G34001300230002","67","10","340130230002"
"G34001300231001","62","10","340130231001"
"G34001300231002","27","5","340130231002"
"G34001300232001","50","9","340130232001"
"G34001300232002","48","9","340130232002"
"G34001300232003","49","9","340130232003"
"G34001309801001","GQ","GQ","340139801001"
"G34001309802001","PH","PH","340139802001"
"G34001505001001","60","9","340155001001"
"G34001505001002","61","10","340155001002"
"G34001505001003","75","10","340155001003"
"G34001505001004","65","10","340155001004"
"G34001505002011","43","8","340155002011"
"G34001505002012","67","10","340155002012"
"G34001505002021","50","9","340155002021"
"G34001505002022","51","9","340155002022"
"G34001505002023","40","8","340155002023"
"G34001505002024","58","9","340155002024"
"G34001505002031","40","8","340155002031"
"G34001505002032","70","10","340155002032"
"G34001505002033","19","4","340155002033"
"G34001505002041","37","7","340155002041"
"G34001505002042","19","4","340155002042"
"G34001505002043","PH","PH","340155002043"
"G34001505002044","42","8","340155002044"
"G34001505002045","41","8","340155002045"
"G34001505002046","PH","PH","340155002046"
"G34001505002047","PH","PH","340155002047"
"G34001505002051","46","8","340155002051"
"G34001505002052","PH","PH","340155002052"
"G34001505002053","57","9","340155002053"
"G34001505003001","67","10","340155003001"
"G34001505003002","61","10","340155003002"
"G34001505003003","64","10","340155003003"
"G34001505004001","89","10","340155004001"
"G34001505004002","QDI","QDI","340155004002"
"G34001505004003","83","10","340155004003"
"G34001505004004","68","10","340155004004"
"G34001505004005","77","10","340155004005"
"G34001505005001","50","9","340155005001"
"G34001505005002","54","9","340155005002"
"G34001505005003","PH","PH","340155005003"
"G34001505005004","55","9","340155005004"
"G34001505006011","27","5","340155006011"
"G34001505006012","28","5","340155006012"
"G34001505006013","20","4","340155006013"
"G34001505006014","34","7","340155006014"
"G34001505006021","18","3","340155006021"
"G34001505006022","15","3","340155006022"
"G34001505006023","14","3","340155006023"
"G34001505007021","40","8","340155007021"
"G34001505007022","29","6","340155007022"
"G34001505007023","40","8","340155007023"
"G34001505007031","21","4","340155007031"
"G34001505007032","32","6","340155007032"
"G34001505007041","25","5","340155007041"
"G34001505007042","71","10","340155007042"
"G34001505007043","24","5","340155007043"
"G34001505007051","46","8","340155007051"
"G34001505007052","47","8","340155007052"
"G34001505007053","44","8","340155007053"
"G34001505008001","32","6","340155008001"
"G34001505008002","29","6","340155008002"
"G34001505008003","24","5","340155008003"
"G34001505009001","42","8","340155009001"
"G34001505009002","41","8","340155009002"
"G34001505009003","47","8","340155009003"
"G34001505010011","59","9","340155010011"
"G34001505010012","61","10","340155010012"
"G34001505010021","38","7","340155010021"
"G34001505010022","69","10","340155010022"
"G34001505010023","70","10","340155010023"
"G34001505010031","53","9","340155010031"
"G34001505010032","54","9","340155010032"
"G34001505010033","62","10","340155010033"
"G34001505011011","53","9","340155011011"
"G34001505011012","67","10","340155011012"
"G34001505011013","73","10","340155011013"
"G34001505011021","69","10","340155011021"
"G34001505011022","34","7","340155011022"
"G34001505011023","35","7","340155011023"
"G34001505011024","PH","PH","340155011024"
"G34001505011025","39","8","340155011025"
"G34001505011031","33","6","340155011031"
"G34001505011032","31","6","340155011032"
"G34001505011033","PH","PH","340155011033"
"G34001505011034","53","9","340155011034"
"G34001505011041","39","8","340155011041"
"G34001505011042","40","8","340155011042"
"G34001505011043","52","9","340155011043"
"G34001505011051","54","9","340155011051"
"G34001505011052","61","10","340155011052"
"G34001505011061","45","8","340155011061"
"G34001505011062","42","8","340155011062"
"G34001505011063","PH","PH","340155011063"
"G34001505011064","40","8","340155011064"
"G34001505011071","47","8","340155011071"
"G34001505011072","55","9","340155011072"
"G34001505012011","23","4","340155012011"
"G34001505012012","36","7","340155012012"
"G34001505012013","27","5","340155012013"
"G34001505012021","26","5","340155012021"
"G34001505012022","29","6","340155012022"
"G34001505012023","31","6","340155012023"
"G34001505012024","28","5","340155012024"
"G34001505012031","47","8","340155012031"
"G34001505012032","43","8","340155012032"
"G34001505012041","35","7","340155012041"
"G34001505012042","42","8","340155012042"
"G34001505012043","44","8","340155012043"
"G34001505012051","24","5","340155012051"
"G34001505012052","37","7","340155012052"
"G34001505012061","43","8","340155012061"
"G34001505012062","51","9","340155012062"
"G34001505012063","40","8","340155012063"
"G34001505012064","32","6","340155012064"
"G34001505012081","49","9","340155012081"
"G34001505012082","32","6","340155012082"
"G34001505012091","41","8","340155012091"
"G34001505012092","50","9","340155012092"
"G34001505012093","29","6","340155012093"
"G34001505012094","18","3","340155012094"
"G34001505012101","28","5","340155012101"
"G34001505012102","39","8","340155012102"
"G34001505012103","23","4","340155012103"
"G34001505012121","67","10","340155012121"
"G34001505012122","42","8","340155012122"
"G34001505012131","29","6","340155012131"
"G34001505012132","36","7","340155012132"
"G34001505013011","52","9","340155013011"
"G34001505013012","44","8","340155013012"
"G34001505013013","32","6","340155013013"
"G34001505013021","77","10","340155013021"
"G34001505013022","57","9","340155013022"
"G34001505013031","48","9","340155013031"
"G34001505013032","62","10","340155013032"
"G34001505013033","46","8","340155013033"
"G34001505014021","GQ","GQ","340155014021"
"G34001505014022","PH","PH","340155014022"
"G34001505014023","64","10","340155014023"
"G34001505014031","29","6","340155014031"
"G34001505014032","37","7","340155014032"
"G34001505014033","54","9","340155014033"
"G34001505014041","GQ-PH","GQ-PH","340155014041"
"G34001505014042","64","10","340155014042"
"G34001505014051","33","6","340155014051"
"G34001505014052","47","8","340155014052"
"G34001505014061","51","9","340155014061"
"G34001505014062","48","9","340155014062"
"G34001505014063","40","8","340155014063"
"G34001505015011","39","8","340155015011"
"G34001505015012","59","9","340155015012"
"G34001505015021","46","8","340155015021"
"G34001505015022","47","8","340155015022"
"G34001505016031","66","10","340155016031"
"G34001505016032","58","9","340155016032"
"G34001505016033","29","6","340155016033"
"G34001505016041","40","8","340155016041"
"G34001505016042","35","7","340155016042"
"G34001505016043","35","7","340155016043"
"G34001505016044","51","9","340155016044"
"G34001505016045","49","9","340155016045"
"G34001505016051","29","6","340155016051"
"G34001505016052","60","9","340155016052"
"G34001505016053","90","10","340155016053"
"G34001505016061","42","8","340155016061"
"G34001505016062","62","10","340155016062"
"G34001505016063","27","5","340155016063"
"G34001505016064","32","6","340155016064"
"G34001505016065","36","7","340155016065"
"G34001505016081","49","9","340155016081"
"G34001505016082","70","10","340155016082"
"G34001505016083","33","6","340155016083"
"G34001505016091","34","7","340155016091"
"G34001505016092","20","4","340155016092"
"G34001505016093","46","8","340155016093"
"G34001505016094","20","4","340155016094"
"G34001505017011","39","8","340155017011"
"G34001505017012","47","8","340155017012"
"G34001505017013","47","8","340155017013"
"G34001505017014","33","6","340155017014"
"G34001505017021","40","8","340155017021"
"G34001505017022","37","7","340155017022"
"G34001505017031","53","9","340155017031"
"G34001505017032","44","8","340155017032"
"G34001505017033","58","9","340155017033"
"G34001505017041","55","9","340155017041"
"G34001505017042","54","9","340155017042"
"G34001505018001","57","9","340155018001"
"G34001505018002","43","8","340155018002"
"G34001505019001","27","5","340155019001"
"G34001505019002","25","5","340155019002"
"G34001505019003","53","9","340155019003"
"G34001505020011","19","4","340155020011"
"G34001505020012","16","3","340155020012"
"G34001505020013","35","7","340155020013"
"G34001505020014","20","4","340155020014"
"G34001505020021","31","6","340155020021"
"G34001505020022","33","6","340155020022"
"G34001505020023","10","2","340155020023"
"G34001505020024","36","7","340155020024"
"G34001505020025","21","4","340155020025"
"G34001505020026","PH","PH","340155020026"
"G34001505020027","16","3","340155020027"
"G34001505021001","17","3","340155021001"
"G34001505021002","18","3","340155021002"
"G34001505021003","23","4","340155021003"
"G34001505022011","18","3","340155022011"
"G34001505022012","18","3","340155022012"
"G34001505022021","30","6","340155022021"
"G34001505022031","18","3","340155022031"
"G34001505022041","19","4","340155022041"
"G34001505022042","29","6","340155022042"
"G34001505023001","54","9","340155023001"
"G34001505023002","51","9","340155023002"
"G34001505024001","PH","PH","340155024001"
"G34001505024002","35","7","340155024002"
"G34001505024003","29","6","340155024003"
"G34001505024004","PH","PH","340155024004"
"G34001505024005","PH","PH","340155024005"
"G34001505024006","57","9","340155024006"
"G34001700001011","20","4","340170001011"
"G34001700001021","31","6","340170001021"
"G34001700001022","25","5","340170001022"
"G34001700002001","22","4","340170002001"
"G34001700002002","21","4","340170002002"
"G34001700002003","15","3","340170002003"
"G34001700003001","19","4","340170003001"
"G34001700003002","11","2","340170003002"
"G34001700003003","25","5","340170003003"
"G34001700004001","17","3","340170004001"
"G34001700004002","28","5","340170004002"
"G34001700005001","16","3","340170005001"
"G34001700005002","16","3","340170005002"
"G34001700005003","13","2","340170005003"
"G34001700006001","26","5","340170006001"
"G34001700006002","36","7","340170006002"
"G34001700006003","11","2","340170006003"
"G34001700006004","34","7","340170006004"
"G34001700007001","12","2","340170007001"
"G34001700007002","28","5","340170007002"
"G34001700007003","12","2","340170007003"
"G34001700008001","26","5","340170008001"
"G34001700008002","12","2","340170008002"
"G34001700008003","8","2","340170008003"
"G34001700009021","21","4","340170009021"
"G34001700009022","18","3","340170009022"
"G34001700009023","43","8","340170009023"
"G34001700009024","71","10","340170009024"
"G34001700010001","17","3","340170010001"
