rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
1,School 28,"PK, KG-8",Paterson Public School District,506,82.8%,"$9,579",98.1,2018
2,Thomas Edison EnergySmart Charter School,K-12,Thomas Edison EnergySmart Charter School,476,13.0%,"$7,387",97.6,2018
3,Glenwood School,K-4,Millburn Township School District,367,0.0%,"$13,622",97.5,2018
4,Milton Avenue School,"PK, KG-3",School District of the Chathams,291,2.1%,"$12,491",97.5,2018
5,High Mountain Road School,"PK, KG-5",Franklin Lakes School District,197,0.0%,"$12,337",97,2018
6,George Washington School,K-3,Mahwah Township Public School District,190,10.5%,"$10,984",96.7,2018
7,Milford Public School,"PK, KG-5",Milford Borough School District,70,11.4%,"$21,133",96.2,2018
8,Cornelia F. Bradford School,"PK, KG-5",Jersey City Public Schools,526,11.8%,"$6,621",96.1,2018
9,Terence C. Reilly School No 7,2-8,Elizabeth Public Schools,"1,077",70.1%,"$7,777",95.8,2018
10,Hillside Elementary School,"PK, KG-3",Allendale Public School District,389,0.8%,"$7,428",95.7,2018
11,Deerfield School,K-4,Millburn Township School District,438,0.0%,"$13,641",95.6,2018
12,Upper School,3-8,Englewood Cliffs School District,329,0.0%,"$12,826",95.6,2018
13,Henry B. Milnes Elementary School,K-4,Fair Lawn Public School District,479,5.4%,"$5,535",95.5,2018
14,Essex Fells Elementary School,"PK, KG-6",Essex Fells School District,228,0.0%,"$16,556",95.5,2018
15,William F. Halloran School No.22,2-8,Elizabeth Public Schools,"1,084",70.0%,"$6,924",95.5,2018
16,Princeton Charter School,K-8,Princeton Charter School,400,3.3%,,95.4,2018
17,Ho-Ho-Kus Public School,"PK, KG-8",Ho-Ho-Kus School District,599,0.0%,"$13,291",95.3,2018
18,Wyoming School,K-4,Millburn Township School District,310,1.0%,"$14,064",95.3,2018
19,Mendham Township Elementary School,"PK, KG-4",Mendham Township School District,351,0.0%,"$18,225",95.2,2018
20,Zane North Elementary School,"PK, KG-5",Collingswood Public School District,165,12.1%,"$13,644",95.1,2018
21,Edith A. Bogert Elementary School,3-5,Upper Saddle River School District,393,0.8%,"$15,177",94.9,2018
22,Wandell School,"PK, KG-5",Saddle River School District,147,2.0%,"$23,157",94.8,2018
23,Hamilton Primary School,K-4,Bridgewater-Raritan Regional School District,507,2.6%,"$8,485",94.6,2018
24,Franklin Elementary School,1-5,Summit Public School District,347,2.0%,"$6,028",94.6,2018
25,Monmouth Junction Elementary School,"PK, KG-5",South Brunswick School District,334,3.3%,"$11,552",94.6,2018
26,Sara M. Gilmore Academy,1-8,Union City School District,397,53.1%,"$11,311",94.5,2018
27,Deane-Porter Elementary School,"PK, KG-3",Rumson Borough School District,408,0.0%,"$11,020",94.5,2018
28,Hartshorn School,K-4,Millburn Township School District,423,0.7%,"$13,657",94.5,2018
29,Mount Pleasant Elementary School,K-5,Livingston Board of Education School District,431,0.7%,"$10,849",94.3,2018
30,Mount Prospect Elementary School,"PK, KG-5",Bernards Township School District,594,0.5%,"$13,495",94.1,2018
31,Viola L Sickles School,"PK, KG-3",Fair Haven School District,408,0.7%,"$8,188",94.1,2018
32,Washington Elementary School,1-5,Westfield Public School District,312,1.0%,"$6,459",93.9,2018
33,Martin Luther King Elementary School,K-5,Edison Township School District,697,9.0%,"$5,998",93.8,2018
34,Alpine Elementary School,K-8,Alpine School District,148,0.0%,"$27,835",93.7,2018
35,Hillview School,K-5,Pequannock Township School District,314,4.1%,"$13,405",93.7,2018
36,Merritt Memorial,1-5,Cresskill Public School District,358,0.8%,"$10,439",93.7,2018
37,Lincoln-Hubbard Elementary School,1-5,Summit Public School District,309,5.8%,"$6,083",93.6,2018
38,Wildwood Elementary School,K-5,Mountain Lakes Public School District,462,0.0%,"$14,491",93.6,2018
39,Littleton Elementary School,"PK, KG-5",Parsippany-Troy Hills Township School District,375,5.1%,"$10,284",93.5,2018
40,Oak Tree Elementary School,"PK, KG-3",Monroe Township School District,693,3.6%,"$12,219",93.4,2018
41,Hillside Elementary School,"PK, KG-4",Closter Public School District,666,0.5%,"$10,174",93.2,2018
42,Ridge Elementary School,K-5,Ridgewood Public School District,442,1.1%,"$11,275",93.2,2018
43,Washington Elementary School,1-5,Summit Public School District,364,13.5%,"$6,324",93.1,2018
44,South Mountain School,"PK, KG-4",Millburn Township School District,318,0.9%,"$14,387",93,2018
45,Westmoreland Elementary School,"PK, KG-4",Fair Lawn Public School District,405,12.6%,"$4,704",92.9,2018
46,Betsy Ross Elementary,K-3,Mahwah Township Public School District,204,3.4%,"$9,947",92.9,2018
47,South Valley Elementary School,"PK, KG-3",Moorestown Township Public School District,419,6.2%,"$7,108",92.9,2018
48,Woodbrook Elementary School,K-5,Edison Township School District,964,5.5%,"$6,009",92.7,2018
49,Hawes Elementary School,K-5,Ridgewood Public School District,407,2.0%,"$10,461",92.6,2018
50,Joseph D. Sharp Elementary School,K-5,Cherry Hill School District,355,13.8%,"$6,656",92.5,2018
51,Cherry Hill School,"PK, KG-6",River Edge School District,711,0.0%,"$11,402",92.5,2018
52,Northvail Elementary School,K-5,Parsippany-Troy Hills Township School District,377,5.3%,"$9,614",92.4,2018
53,Riker Hill Elementary School,K-5,Livingston Board of Education School District,399,1.3%,"$10,741",92.3,2018
54,Alexander Hamilton School,K-5,Glen Rock Public School District,267,1.1%,"$13,180",92.3,2018
55,Harding Township School,"PK, KG-8",Harding Township School District,308,1.0%,"$20,191",92.1,2018
56,Hilldale School,K-5,Montville Township School District,327,0.9%,"$13,513",92,2018
57,Salt Brook School,K-6,New Providence School District,650,1.4%,"$8,390",91.8,2018
58,Lyncrest Elementary School,K-4,Fair Lawn Public School District,252,9.1%,"$6,699",91.8,2018
59,School No. 1,K-4,Fort Lee School District,692,13.4%,"$7,644",91.7,2018
60,Elizabeth Haddon School,"PK, KG-5",Haddonfield School District,387,0.8%,"$6,973",91.7,2018
61,Little Falls Township Public School # 3,3-4,Little Falls Township Public School District,167,26.3%,"$17,550",91.6,2018
62,Hatikvah International Academy Charter School,K-8,Hatikvah International Academy Charter School,442,5.2%,"$8,359",91.6,2018
63,Walter M. Schirra Elementary School,K-5,Old Bridge Township School District,293,10.2%,"$14,693",91.5,2018
64,George C. Baker Elementary School,"PK, KG-3",Moorestown Township Public School District,392,11.2%,"$6,999",91.5,2018
65,Maurice Hawk Elementary School,"PK, KG-3",West Windsor-Plainsboro Regional School District,749,2.9%,"$11,332",91.5,2018
66,Willard Elementary School,K-5,Ridgewood Public School District,491,1.0%,"$9,772",91.4,2018
67,Roosevelt Public School,"PK, KG-6",Roosevelt Borough Public School District,79,0.0%,"$19,731",91.4,2018
68,Toll Gate Grammar School,"PK, KG-5",Hopewell Valley Regional School District,273,1.8%,"$12,454",91.2,2018
69,West Ridge Elementary School,"PK, KG-6",Park Ridge School District,356,3.1%,"$11,688",91.2,2018
70,Woodmont School,K-5,Montville Township School District,293,7.2%,"$15,994",91.2,2018
71,Somerville Elementary School,K-5,Ridgewood Public School District,416,0.7%,"$11,464",91.1,2018
72,Menlo Park Elementary School,K-5,Edison Township School District,857,16.0%,"$5,996",91.1,2018
73,Edward H. Bryan,"PK, KG-5",Cresskill Public School District,500,0.0%,"$11,618",91.1,2018
74,Ridgewood Avenue School,3-6,Glen Ridge Public School District,594,0.5%,"$7,808",91.1,2018
75,Grandview Elementary School,"PK, KG-3",North Caldwell School District,389,0.0%,"$9,810",91,2018
76,Robert Treat Academy Charter School,K-8,Robert Treat Academy Charter School,681,72.4%,"$11,271",90.9,2018
77,Franklin Elementary School,1-5,Westfield Public School District,590,1.5%,"$6,401",90.9,2018
78,Malcolm S Mackay School,K-5,Tenafly Public School District,391,1.3%,"$10,904",90.9,2018
79,Riverview Elementary School,K-5,Denville Township K-8 School District,351,2.3%,"$9,403",90.9,2018
80,Milltown Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,427,5.2%,"$11,857",90.9,2018
81,Stony Brook Elementary School,"PK, KG-5",Hopewell Valley Regional School District,393,3.8%,"$12,315",90.8,2018
82,Central School,"PK, KG-5",Haddonfield School District,412,1.2%,"$6,314",90.8,2018
83,Calvin Coolidge Elementary School,K-5,Wyckoff Township Public School District,306,0.0%,"$12,914",90.8,2018
84,Rockaway Valley School,"PK, KG-8",Boonton Township School District,427,1.9%,"$16,532",90.8,2018
85,Haworth Public School,K-8,Haworth Public School District,419,0.0%,"$17,223",90.6,2018
86,Hillsborough Township Elementary School,K-4,Hillsborough Township Public School District,499,9.2%,"$5,497",90.6,2018
87,Hoboken Charter School,K-12,Hoboken Charter School,296,14.5%,"$10,740",90.6,2018
88,Parkway Elementary School,"PK, KG-4",Paramus Public School District,282,2.8%,"$16,646",90.5,2018
89,Brayton Elementary School,1-5,Summit Public School District,367,12.8%,"$6,383",90.5,2018
90,Orchard Elementary School,K-5,Ridgewood Public School District,308,4.9%,"$12,001",90.4,2018
91,James Madison Intermediate School,3-5,Edison Township School District,663,9.5%,"$5,668",90.3,2018
92,Monmouth Beach Elementary School,"PK, KG-8",Monmouth Beach School District,243,0.0%,"$15,153",90.3,2018
93,Oak Street School,K-5,Bernards Township School District,489,3.1%,"$9,522",90.3,2018
94,Woodland School,K-5,Warren Township School District,265,0.0%,"$14,752",90.3,2018
95,Warnsdorfer Elementary School,"PK, KG-5",East Brunswick Township School District,463,6.7%,"$11,155",90.2,2018
96,Clara E Coleman School,K-5,Glen Rock Public School District,307,1.0%,"$12,862",90.1,2018
97,J. Ackerman Coles Elementary School,"PK, KG-4",Scotch Plains-Fanwood School District,540,2.6%,"$7,390",90,2018
98,Brookside Place School,K-5,Cranford Public School District,342,0.9%,"$7,629",89.7,2018
99,Roosevelt School,K-6,River Edge School District,483,0.0%,"$7,192",89.6,2018
100,Hillside Elementary School,K-5,Livingston Board of Education School District,395,2.3%,"$11,276",89.6,2018
101,Ralph S Maugham School,K-5,Tenafly Public School District,411,2.7%,"$9,945",89.5,2018
102,Johnson Park School,"PK, KG-5",Princeton Public School District,391,27.9%,"$15,867",89.5,2018
103,Allen W. Roberts School,"PK, KG-6",New Providence School District,707,1.8%,"$8,365",89.5,2018
104,Central Jersey College Prep Charter School,K-12,Central Jersey College Prep Charter School,598,18.4%,"$8,883",89.5,2018
105,Amsterdam Elementary School,K-4,Hillsborough Township Public School District,512,4.5%,"$5,293",89.4,2018
106,Village School,"PK, KG-3",Holmdel Township School District,796,1.5%,"$19,682",89.4,2018
107,Thomas P. Hughes School,3-5,Berkeley Heights School District,270,2.2%,"$9,155",89.4,2018
108,Edward T. Hamilton,K-5,Voorhees Township School District,382,5.5%,"$12,766",89.3,2018
109,Berkeley Elementary,K-5,Westwood Regional School District,292,18.2%,"$4,648",89.3,2018
110,Mountain Park School,3-5,Berkeley Heights School District,228,1.3%,"$10,264",89.2,2018
111,Bear Tavern Elementary School,"PK, KG-5",Hopewell Valley Regional School District,439,3.2%,"$11,447",89.2,2018
112,Lake Hiawatha Elementary School,"PK, KG-5",Parsippany-Troy Hills Township School District,395,16.7%,"$11,814",89.2,2018
113,Central Elementary School,"PK, KG-5",East Brunswick Township School District,399,15.3%,"$14,235",89.2,2018
114,Brielle Elementary School,"PK, KG-8",Brielle Boro School District,535,4.7%,"$12,663",89.1,2018
115,Tamaques Elementary School,1-5,Westfield Public School District,407,2.9%,"$6,564",89,2018
116,Walter Stillman School,"PK, KG-5",Tenafly Public School District,393,0.0%,"$12,810",88.9,2018
117,Wolf Hill School,"PK, KG-4",Oceanport School District,327,8.0%,"$13,997",88.8,2018
118,Angelo L. Tomaso School,K-5,Warren Township School District,264,0.0%,"$15,785",88.7,2018
119,Nicholas Oresko Community School,"PK, KG-8",Bayonne School District,462,43.7%,"$11,130",88.5,2018
120,Adlai E. Stevenson School,"PK, KG-3",Fairfield Public School District,408,2.0%,"$8,326",88.3,2018
121,Sicomac Elementary School,"PK, KG-5",Wyckoff Township Public School District,286,1.0%,"$13,833",88.2,2018
122,Mary A. Hubbard Elementary School,"PK, KG-3",Ramsey School District,381,5.5%,"$8,962",88.1,2018
123,Radburn Elementary School,K-4,Fair Lawn Public School District,456,3.3%,"$6,159",88.1,2018
124,East Amwell Township,"PK, KG-8",East Amwell Township School District,345,16.8%,"$16,880",88.1,2018
125,Tinc Rd. Elementary School,K-5,Mount Olive Township School District,470,18.9%,"$8,991",88,2018
126,Frank Defino Central Elementary School,K-5,Marlboro Township School District,496,5.6%,"$9,522",87.9,2018
127,Cranbury School,"PK, KG-8",Cranbury Township School District,469,5.5%,"$18,574",87.9,2018
128,Wanamassa Elementary School,"PK, KG-4",Township of Ocean School District,310,15.2%,"$8,896",87.8,2018
129,Cedar Hill School,"PK, KG-5",Montville Township School District,299,1.0%,"$18,902",87.7,2018
130,Harrison Elementary School,K-5,Livingston Board of Education School District,469,0.6%,"$11,602",87.7,2018
131,Crim Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,383,2.9%,"$11,542",87.5,2018
132,Washington Avenue School,"PK, KG-3",School District of the Chathams,377,1.3%,"$8,994",87.5,2018
133,Frost Elementary School,"PK, KG-5",East Brunswick Township School District,466,10.7%,"$11,319",87.5,2018
134,Torey J. Sabatini School,K-5,Madison Public School District,336,2.1%,"$12,211",87.4,2018
135,Watchung Elementary School,K-5,Montclair Public School District,426,8.0%,"$11,719",87.4,2018
136,Wilson Elementary School,1-5,Westfield Public School District,365,1.1%,"$6,428",87.3,2018
137,North Star Academy Charter School,K-12,North Star Academy Charter School,"4,866",85.6%,"$10,058",87.2,2018
138,Sea Girt Elementary School,"PK, KG-8",Sea Girt Borough School District,141,0.0%,"$19,511",87.1,2018
139,J Spencer Smith School,K-5,Tenafly Public School District,360,1.9%,"$11,277",87,2018
140,Harrington Park School,"PK, KG-8",Harrington Park School District,608,0.0%,"$16,559",86.9,2018
141,H W Mountz Elementary School,"PK, KG-8",Spring Lake Borough,196,0.0%,"$25,190",86.9,2018
142,Livingston Avenue School,3-5,Cranford Public School District,260,4.2%,"$8,649",86.9,2018
143,Milford Brook School,K-6,Manalapan-Englishtown Regional School District,533,9.6%,"$8,628",86.7,2018
144,Travell Elementary School,K-5,Ridgewood Public School District,389,1.5%,"$11,151",86.7,2018
145,Oradell Public School,"PK, KG-6",Oradell Public School District,753,0.4%,"$12,862",86.7,2018
146,Richard Stockton Elementary School,K-5,Cherry Hill School District,359,7.5%,"$8,457",86.7,2018
147,Brooks Crossing Elementary School,"PK, KG-5",South Brunswick School District,601,9.0%,"$11,554",86.7,2018
148,Lakeview Elementary School,"PK, KG-5",Denville Township K-8 School District,687,6.0%,"$10,419",86.6,2018
149,Robertsville Elementary School,1-5,Marlboro Township School District,536,9.1%,"$10,138",86.6,2018
150,St. Cloud Elementary School,K-5,West Orange Public Schools,379,15.6%,"$10,534",86.5,2018
151,North End Elementary School,"PK, KG-4",Cedar Grove Township School District,258,2.3%,"$12,408",86.3,2018
152,Seaview Elementary School,"PK, KG-4",Linwood City School District,422,10.2%,"$10,304",86.2,2018
153,Logan Township Elementary School,1-4,Logan Township School District,354,17.2%,"$9,393",86.2,2018
154,Barley Sheaf Elementary School,K-4,Flemington-Raritan Regional School District,338,7.1%,"$11,427",86.2,2018
155,William J. McGinn Elementary School,K-4,Scotch Plains-Fanwood School District,499,4.0%,"$8,178",86.1,2018
156,Jefferson Elementary School,1-5,Westfield Public School District,479,1.0%,"$6,449",86.1,2018
157,Oak View Elementary School,"PK, KG-6",Bloomfield Township School District,384,7.0%,"$8,218",86.1,2018
158,Woodside Elementary School,K-5,River Vale Public School District,354,0.0%,"$14,921",86.1,2018
159,Memorial Elementary School,"PK, KG-4",Paramus Public School District,306,9.8%,"$15,311",86.1,2018
160,T. Baldwin Demarest Elementary School,"PK, KG-4",Old Tappan Public School District,345,0.0%,"$8,945",86,2018
161,Cambridge Elementary School,"PK, KG-5",South Brunswick School District,531,7.3%,"$10,867",86,2018
162,Burnet Hill Elementary School,"PK, KG-5",Livingston Board of Education School District,469,1.9%,"$12,821",85.9,2018
163,Catherine E. Doyle Elementary School,"PK, KG-3",Wood-Ridge School District,384,10.2%,"$11,211",85.9,2018
164,Wemrock Brook School,K-5,Manalapan-Englishtown Regional School District,627,4.0%,"$7,216",85.8,2018
165,Point Road School,"PK, KG-4",Little Silver Boro School District,474,1.1%,"$9,910",85.8,2018
166,Stonybrook Elementary School,3-5,Kinnelon School District,461,3.7%,"$12,633",85.7,2018
167,Lawrence Brook Elementary School,"PK, KG-5",East Brunswick Township School District,439,25.5%,"$12,904",85.6,2018
168,Laning Avenue School,"PK, KG-4",Verona Public School District,248,0.0%,"$8,559",85.6,2018
169,School #3,"PK, KG-4",Cliffside Park School District,292,81.2%,"$17,165",85.6,2018
170,William Woodruff School,K-2,Berkeley Heights School District,209,1.4%,"$11,076",85.5,2018
171,Richard Byrd,K-5,Glen Rock Public School District,269,1.1%,"$13,228",85.4,2018
172,Central School,"PK, KG-5",Glen Rock Public School District,333,0.9%,"$13,648",85.4,2018
173,Liberty Corner School,K-5,Bernards Township School District,536,2.1%,"$8,877",85.2,2018
174,Grant Elementary School,K-5,Dumont Public School District,374,9.1%,"$8,269",85.2,2018
175,A. Russell Knight Elementary School,K-5,Cherry Hill School District,362,6.4%,"$8,892",85.2,2018
176,Mary E. Roberts Elementary School,"PK, KG-3",Moorestown Township Public School District,324,19.8%,"$7,429",85.1,2018
177,Sunnymead Elementary School,"PK, KG-4",Hillsborough Township Public School District,461,19.3%,"$5,627",85,2018
178,Cranberry Pines Elementary,K-5,Medford Township School District,410,2.9%,"$8,592",85,2018
179,Valley View School,"PK, KG-5",Montville Township School District,368,1.1%,"$19,750",85,2018
180,Manito Elementary School,K-5,Oakland Public School District,251,1.6%,"$14,161",85,2018
181,Lenape Meadows,"PK, KG-3",Mahwah Township Public School District,429,14.2%,"$10,910",84.9,2018
182,Cedar Hill School,K-5,Bernards Township School District,594,1.9%,"$10,975",84.7,2018
183,Riverside School,"PK, KG-5",Princeton Public School District,304,16.1%,"$17,874",84.6,2018
184,Hopewell Elementary School,"PK, KG-5",Hopewell Valley Regional School District,436,5.3%,"$11,069",84.5,2018
185,Warren Point Elementary School,K-4,Fair Lawn Public School District,461,10.2%,"$6,327",84.5,2018
186,North Boulevard School,"PK, KG-5",Pequannock Township School District,351,1.7%,"$13,107",84.5,2018
187,J.V.B. Wicoff Elementary School,K-3,West Windsor-Plainsboro Regional School District,449,3.1%,"$12,430",84.4,2018
188,Berkley Street School,K-5,New Milford Public School District,426,19.0%,"$8,667",84.3,2018
189,Millstone River School,3-5,West Windsor-Plainsboro Regional School District,"1,088",6.2%,"$12,449",84.3,2018
190,Hoboken Dual Language Charter School,K-8,Hoboken Dual Language Charter School,389,9.3%,"$9,496",84.1,2018
191,Collins Elementary School,K-5,Livingston Board of Education School District,452,1.8%,"$11,450",84,2018
192,Albert Payson Terhune Elementary,K-5,Wayne Township Public School District,423,7.3%,"$15,455",83.9,2018
193,Woods Road Elementary School,"PK, KG-4",Hillsborough Township Public School District,481,3.1%,"$4,675",83.7,2018
194,Union Township Elementary School,"PK, KG-4",Union Township School District,230,3.0%,"$11,993",83.7,2018
195,Brooklake School,3-5,Florham Park School District,312,1.0%,"$8,965",83.7,2018
196,Clark Mills School,K-5,Manalapan-Englishtown Regional School District,528,6.1%,"$8,519",83.6,2018
197,Mt. Horeb School,"PK, KG-5",Warren Township School District,241,0.0%,"$18,115",83.4,2018
198,Memorial Elementary School,"PK, KG-4",Montvale Board of Education School District,531,1.9%,"$8,895",83.4,2018
199,Mansfield Township Elementary School,3-6,Mansfield Township School District,362,9.1%,"$9,680",83.4,2018
200,Kennedy Park Elementary School,PK-K,Woodbridge Township School District,504,20.0%,"$2,292",83.3,2018
201,Troy Hills Elementary School,K-5,Parsippany-Troy Hills Township School District,238,14.7%,"$15,561",83.3,2018
202,Radcliffe School,"PK, KG-6",Nutley Public School District,354,11.0%,"$14,637",83.2,2018
203,Glenview Avenue,K-6,HADDON HEIGHTS School District,266,6.8%,"$12,403",83.2,2018
204,Lincoln Elementary School,"PK, KG-5",Hasbrouck Heights School District,402,17.7%,"$10,532",83.2,2018
205,George Washington Elementary School,K-5,Wyckoff Township Public School District,332,0.9%,"$12,788",83.2,2018
206,Roberge Elementary School,"PK, KG-5",River Vale Public School District,381,0.8%,"$14,173",83.1,2018
207,Chairville Elementary School,K-5,Medford Township School District,340,5.6%,"$9,524",83,2018
208,McKinley Elementary School,1-5,Westfield Public School District,341,3.5%,"$6,690",83,2018
209,M. Scott Carpenter Elementary School,K-5,Old Bridge Township School District,273,10.6%,"$13,623",82.8,2018
210,Dorchester Elementary School,"PK, KG-5",Woodcliff Lake School District,466,0.6%,"$14,696",82.8,2018
211,Littlebrook School,"PK, KG-5",Princeton Public School District,358,8.7%,"$13,695",82.8,2018
212,Jessie F. George Elementary,K-5,Westwood Regional School District,258,4.7%,"$6,151",82.8,2018
213,John E Riley Elementary School,"PK, KG-4",South Plainfield School District,328,22.0%,"$6,256",82.7,2018
214,Roosevelt School #7,"PK, KG-5",Garfield Public School District,382,65.4%,"$12,612",82.7,2018
215,Millington Elementary School,2-5,Long Hill Township School District,353,5.9%,"$7,775",82.5,2018
216,Asher Holmes Elementary School,1-5,Marlboro Township School District,564,3.2%,"$8,890",82.4,2018
217,Sandshore Rd. Elementary School,K-5,Mount Olive Township School District,429,8.6%,"$10,512",82.3,2018
218,James F. Cooper Elementary School,K-5,Cherry Hill School District,234,15.4%,"$11,363",82.3,2018
219,Middletown Village Elementary School,"PK, KG-5",Middletown Township Public School District,384,8.3%,"$8,779",82.2,2018
220,Central School,K-5,Warren Township School District,294,2.0%,"$13,768",82.2,2018
221,Tewksbury Elementary School,K-5,Tewksbury Township School District,277,2.5%,"$11,708",82.1,2018
222,Peter Muschal Elementary,"PK, KG-5",Bordentown Regional School District,512,0.0%,"$7,739",82.1,2018
223,The Gray Charter School,K-8,Gray Charter School,336,78.6%,"$9,242",82.1,2018
224,Mount Pleasant Elementary School,K-5,West Orange Public Schools,364,25.0%,"$12,477",82.1,2018
225,Maria Varisco Rogers Charter School,K-8,Maria L. Varisco-Rogers Charter School,551,85.7%,"$14,257",82.1,2018
226,Dutch Neck Elementary School,K-3,West Windsor-Plainsboro Regional School District,687,2.8%,"$10,469",82,2018
227,Julia A Traphagen School,"PK, KG-5",Waldwick School District,419,0.0%,"$9,325",82,2018
228,Highland Elementary School,3-6,Midland Park School District,251,4.8%,"$16,024",81.9,2018
229,Gregory Elementary School,K-5,West Orange Public Schools,467,24.8%,"$11,810",81.8,2018
230,Luther Lee Emerson School,2-4,Demarest School District,217,1.4%,"$12,319",81.8,2018
231,Meadowbrook,"PK, KG-4",Hillsdale School District,313,4.5%,"$11,913",81.7,2018
232,Orange Avenue School,3-8,Cranford Public School District,766,1.7%,"$7,540",81.7,2018
233,Yardville Elementary School,"PK, KG-5",Hamilton Township Public School District,285,17.5%,"$10,057",81.6,2018
234,Shrewsbury Borough Elementary School,"PK, KG-8",Shrewsbury Borough School District,470,1.3%,"$14,231",81.5,2018
235,Deerfield Elementary School,3-8,Mountainside School District,490,3.3%,"$8,613",81.5,2018
236,East Brook Elementary School,K-6,Park Ridge School District,292,6.8%,"$11,625",81.4,2018
237,Colonial Road School,"PK, KG-5",Franklin Lakes School District,259,3.1%,"$16,575",81.4,2018
238,Lafayette Mills School,1-5,Manalapan-Englishtown Regional School District,511,3.7%,"$8,271",81.2,2018
239,Elysian Charter School of Hoboken,K-8,Elysian Charter School,290,10.3%,"$8,361",81.2,2018
240,Washington Elementary,"PK, KG-4",Township of Union School District,598,12.5%,"$7,881",81.1,2018
241,Woodfern Elementary School,K-4,Hillsborough Township Public School District,343,12.2%,"$5,571",81.1,2018
242,Island Heights Elementary School,"PK, KG-6",Island Heights School District,120,9.2%,"$14,138",81,2018
243,Mountain View Elementary School,"PK, KG-5",Mount Olive Township School District,430,10.0%,"$10,378",81,2018
244,Milton H. Allen Elementary School,K-5,Medford Township School District,315,4.1%,"$9,181",81,2018
245,Jefferson Elementary School,3-5,South Orange-Maplewood School District,530,11.1%,"$4,804",81,2018
246,Mountview Road School,K-5,Hanover Township School District,333,2.4%,"$8,505",80.9,2018
247,Ridge Ranch Elementary School,K-4,Paramus Public School District,346,3.5%,"$15,309",80.9,2018
248,Stephen J. Gerace School,K-5,Pequannock Township School District,286,6.6%,"$8,745",80.8,2018
249,Riverdale School,"PK, KG-8",Riverdale School District,333,15.6%,"$12,574",80.8,2018
250,John F Kennedy Elementary School,"PK, KG-4",South Plainfield School District,273,19.4%,"$5,833",80.7,2018
251,John Marshall Elementary School,K-5,Edison Township School District,846,17.8%,"$5,975",80.7,2018
252,Roosevelt Elementary School,"PK, KG-4",South Plainfield School District,412,21.4%,"$5,795",80.6,2018
253,Jefferson Elementary School,1-5,Summit Public School District,222,32.0%,"$8,684",80.6,2018
254,Spring Garden School,"PK, KG-6",Nutley Public School District,362,4.1%,"$12,955",80.4,2018
255,Centre City Elementary School,K-3,Mantua Township School District,455,20.7%,"$8,902",80.4,2018
256,Bay Head Elementary,K-8,Bay Head Borough School District,129,0.0%,"$17,883",80.4,2018
257,Wenonah Elementary School,"PK, KG-6",Wenonah Boro School District,181,0.0%,"$14,142",80.4,2018
258,School No. 4,K-4,Fort Lee School District,622,12.2%,"$7,973",80.3,2018
259,Wesley D Tisdale Elementary School,"PK, KG-3",Ramsey School District,406,12.8%,"$9,070",80.3,2018
260,Hilltop School,"PK, KG-4",Mendham Borough School District,259,2.3%,"$10,299",80.3,2018
261,Nut Swamp Elementary School,K-5,Middletown Township Public School District,579,1.0%,"$7,091",80.3,2018
262,Conover Road Elementary School,3-5,Colts Neck Township School District,278,2.2%,"$12,760",80.2,2018
263,Upper Township Elementary School,3-5,Upper Township School District,461,13.0%,"$8,254",80.1,2018
264,Mount Tabor Elementary School,K-5,Parsippany-Troy Hills Township School District,440,9.8%,"$8,719",79.9,2018
265,James A. Garfield Elementary School,K-5,Collingswood Public School District,137,35.0%,"$9,274",79.9,2018
266,Howard B. Brunner Elementary School,"PK, KG-4",Scotch Plains-Fanwood School District,383,7.3%,"$8,968",79.8,2018
267,Lincoln Elementary School,K-5,Edison Township School District,835,12.5%,"$5,981",79.8,2018
268,Packanack Elementary School,K-5,Wayne Township Public School District,421,3.8%,"$15,454",79.7,2018
269,James Caldwell Elementary School,3-5,Springfield Public School District,265,12.8%,"$15,601",79.5,2018
270,Old Farmers Road School,K-5,Washington Township School District,328,2.1%,"$9,844",79.5,2018
271,Jefferson Elementary School,K-5,Bergenfield Borough School District,262,27.9%,"$10,815",79.5,2018
272,Triangle Elementary School,K-4,Hillsborough Township Public School District,389,9.5%,"$5,950",79.4,2018
273,Abraham Lincoln Elementary School,K-5,Wyckoff Township Public School District,323,0.0%,"$12,867",79.3,2018
274,Van Holten Primary School,K-4,Bridgewater-Raritan Regional School District,416,2.9%,"$10,870",79.3,2018
275,Southern Boulevard School,"PK, KG-3",School District of the Chathams,499,0.6%,"$8,780",79.1,2018
276,Riverton School District,"PK, KG-8",Riverton School District,296,12.2%,"$12,139",79,2018
277,Marlboro Elementary School,K-5,Marlboro Township School District,505,2.2%,"$9,088",79,2018
278,J. Fithian Tatem School,"PK, KG-5",Haddonfield School District,426,0.7%,"$6,211",79,2018
279,Yantacaw School,K-6,Nutley Public School District,497,5.8%,"$11,239",78.9,2018
280,Brookside Elementary School,K-5,Westwood Regional School District,419,6.7%,"$4,864",78.9,2018
281,School No. 2,"PK, KG-4",Fort Lee School District,489,19.2%,"$11,389",78.8,2018
282,Lester C Noecker,"PK, KG-6",Roseland School District,457,2.4%,"$13,133",78.8,2018
283,Tuscan Elementary School,K-5,South Orange-Maplewood School District,616,8.1%,"$5,473",78.8,2018
