rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
847,Oxford Central School,"PK, KG-8",Oxford Township School District,274,13.9%,"$14,106",40.2,2019
848,Lincoln Community School #5,"PK, KG-8",Bayonne School District,434,56.5%,"$15,194",40.1,2019
849,George Washington Elementary School,"PK, KG-6",Union City School District,796,93.2%,"$10,431",40.1,2019
850,Environment Community Opportunity (ECO) Charter School,K-8,Environment Community Opportunity (ECO) Charter School,191,84.3%,"$15,542",40.1,2019
851,Anna L. Klein,"PK, KG-8",Guttenberg School District,941,80.7%,"$11,321",39.9,2019
852,Conerly Road School,"PK, KG-5",Franklin Township Public School District,400,33.5%,"$10,545",39.8,2019
853,Parkview Elementary School,"PK, KG-6",Westville Boro Public School District,373,42.4%,"$10,935",39.5,2019
854,Philip G. Vroom Community School,"PK, KG-8",Bayonne School District,479,68.9%,"$12,231",39.5,2019
855,Larchmont Elementary School,"PK, KG-4",Mount Laurel Township School District,395,21.5%,"$9,473",39.5,2019
856,Mary J Donohoe Community School,"PK, KG-8",Bayonne School District,465,57.2%,"$11,493",39.5,2019
857,Harry L Bain,K-6,West New York School District,661,87.0%,"$9,700",39.5,2019
858,Bells Elementary School,K-5,Washington Township School District,367,16.6%,"$10,606",39.4,2019
859,Lincoln Elementary School,"PK, KG-6",Ridgefield Park Public School District,393,38.4%,"$15,052",39.4,2019
860,Memorial School,"PK, KG-2",Lyndhurst Public School District,202,25.2%,"$6,528",39.4,2019
861,Clayton J. Davenport Elementary School,K-3,Egg Harbor Township School District,753,57.9%,"$16,276",39.3,2019
862,Tuckerton Elementary School,"PK, KG-6",Tuckerton Borough School District,292,36.3%,"$13,791",39.3,2019
863,Loring Flemming Elementary School,K-5,Gloucester Township Public Schools,688,41.3%,"$11,389",39.2,2019
864,Harmony Township School,"PK, KG-8",Harmony Township School District,243,11.5%,"$16,374",39.2,2019
865,School #5,K-5,Clifton Public School District,393,41.5%,"$12,695",38.8,2019
866,Smithville Elementary School,"PK, KG-6",Galloway Township Public School District,634,49.1%,"$10,933",38.7,2019
867,Myron L. Powell Elementary School,"PK, KG-8",Lawrence Township School District,500,41.4%,"$12,218",38.7,2019
868,Lambertville Public School,"PK, KG-6",South Hunterdon Regional School District,225,43.1%,"$13,680",38.7,2019
869,Ridge and Valley Charter School,K-8,Ridge and Valley Charter School,130,0.0%,"$13,265",38.6,2019
870,Charles Street School,"PK, KG-5",Palmyra Public School District,457,36.1%,"$6,259",38.6,2019
871,National Park School,"PK, KG-6",National Park Boro School District,270,41.5%,"$14,129",38.6,2019
872,H Ashton Marsh,"PK, KG-4",Absecon Public Schools District,484,49.8%,"$9,221",38.6,2019
873,James F. Murray School,"PK, KG-8",Jersey City Public Schools,801,68.8%,"$10,598",38.6,2019
874,Claremont Elementary School,"PK, KG-5",Franklin Township Public School District,665,42.9%,"$9,539",38.4,2019
875,Netcong Elementary School,"PK, KG-8",Netcong School District,285,37.5%,"$12,749",38.3,2019
876,Crest Memorial School,"PK, KG-8",Wildwood Crest Borough School District,261,31.8%,"$22,617",38.3,2019
877,John P. Holland Charter School,"PK, KG-8",John P Holland Charter School,423,84.6%,"$9,769",38.3,2019
878,Warren G. Harding Elementary School,"PK, KG-6",Kenilworth School District,690,20.4%,"$9,535",38.2,2019
879,Hudson Arts and Science Charter School,K-8,Hudson Arts and Science Charter School,700,61.0%,"$8,007",38.1,2019
880,School #12,"PK, KG-5",Clifton Public School District,657,79.9%,"$13,219",38.1,2019
881,Middle Township Elementary #2,3-5,Middle Township Public School District,563,54.9%,"$11,229",38,2019
882,Good Intent Elementary School,2-6,Deptford Township Public School District,346,40.8%,"$7,883",38,2019
883,Morris Goodwin School,"PK, KG-8",Greenwich Township School District,61,39.3%,"$18,933",38,2019
884,Dr. Albert Einstein Academy School No. 29,"PK, KG-8",Elizabeth Public Schools,890,79.4%,"$8,512",37.8,2019
885,Deerfield Township Elementary School,"PK, KG-8",Deerfield Township School District,307,42.3%,"$13,921",37.8,2019
886,Bloomsbury Borough School,"PK, KG-8",Bloomsbury Borough School District,95,28.4%,"$16,669",37.8,2019
887,Franklin Elementary School,K-4,Roxbury Township School District,332,23.5%,"$13,694",37.8,2019
888,Lester D. Wilson Elementary School,"PK, KG-3",Alexandria Township School District,200,4.5%,"$13,267",37.6,2019
889,Garfield Elementary School,"PK, KG-6",Kearny,501,55.1%,"$7,609",37.5,2019
890,Roosevelt Elementary School,"PK, KG-6",Ridgefield Park Public School District,409,35.5%,"$10,844",37.3,2019
891,Hamburg School,"PK, KG-8",Hamburg School District,244,16.4%,"$18,654",37.3,2019
892,Lafayette Street School,"PK, KG-8",Newark Public School District,"1,126",77.5%,"$7,737",37.2,2019
893,Chelsea Heights School,"PK, KG-8",Atlantic City School District,368,92.9%,"$13,190",37,2019
894,Helen I. Smith School,K-6,Saddle Brook School District,311,15.8%,"$14,876",37,2019
895,South Amboy Elementary,"PK, KG-5",South Amboy School District,572,40.4%,"$9,301",36.9,2019
896,John F Kennedy Elementary School,"PK, KG-3",Berlin Township School District,292,29.1%,"$14,727",36.9,2019
897,Arthur Rann Elementary School,K-6,Galloway Township Public School District,671,49.3%,"$10,851",36.8,2019
898,Reeds Road Elementary School,K-6,Galloway Township Public School District,560,55.5%,"$12,182",36.8,2019
899,Beachwood Elementary School,K-5,Toms River Regional School District,480,26.3%,"$6,926",36.5,2019
900,Julia A. Barnes School,"PK, KG-8",Jersey City Public Schools,330,83.0%,"$13,400",36.3,2019
901,John M. Bailey Community School,"PK, KG-8",Bayonne School District,659,61.9%,"$10,468",36.3,2019
902,Horace Mann Elementary School,1-8,North Bergen School District,"1,111",54.1%,"$4,973",36.2,2019
903,School #3,K-5,Clifton Public School District,286,52.8%,"$11,857",36.2,2019
904,Ryerson Elementary School,K-5,Wayne Township Public School District,273,39.2%,"$16,459",36.2,2019
905,Theodore Roosevelt School,3-6,Weehawken Public School District,420,34.8%,"$5,045",36.1,2019
906,Folsom Elementary School,"PK, KG-8",Folsom Borough School District,402,29.6%,"$12,563",36,2019
907,Somerdale Park School,"PK, KG-8",Somerdale School District,0,,"$12,807",36,2019
908,Harrison Elementary School,1-4,Roselle Public School District,294,74.8%,"$15,698",35.9,2019
909,Winslow Township Elementary School Three,"PK, KG-3",Winslow Township School District,390,56.2%,"$9,166",35.8,2019
910,Red Bank Charter School,"PK, KG-8",Red Bank Charter School,199,45.2%,"$12,107",35.8,2019
911,Roosevelt School,3-4,Manville School District,230,50.4%,"$10,324",35.8,2019
912,Johnnie L. Cochran Junior Academy,K-5,East Orange School District,193,49.2%,"$13,977",35.6,2019
913,Sixteenth Avenue School,"PK, KG-5",Elmwood Park School District,463,45.6%,"$7,714",35.6,2019
914,New Hanover Township School,"PK, KG-8",New Hanover Township,173,42.8%,"$20,216",35.2,2019
915,Delran Intermediate School,3-5,Delran Township School District,691,22.9%,"$10,792",35.2,2019
916,Alloway Township School,"PK, KG-8",Alloway Township School District,361,16.1%,"$10,893",35,2019
917,TEAM Academy Charter School,K-12,TEAM Academy Charter School,"4,374",87.9%,"$11,261",35,2019
918,Theodore Roosevelt Elementary School,"PK, KG-6",Union City School District,"1,010",93.8%,"$9,355",34.9,2019
919,Wedgwood Elementary School,K-5,Washington Township School District,456,22.1%,"$11,304",34.9,2019
920,Ocean Gate Elementary School,"PK, KG-6",Ocean Gate School District,142,57.0%,"$18,531",34.7,2019
921,Lincoln Elementary School,"PK, KG-3",Rockaway Borough School District,236,23.3%,"$8,637",34.7,2019
922,Woodbine Avenue Elementary School,K-5,Woodbridge Township School District,506,35.4%,"$4,196",34.4,2019
923,Sunnybrae Elementary School,K-5,Hamilton Township Public School District,316,34.2%,"$11,259",34.4,2019
924,Gibbsboro Elementary School,"PK, KG-8",Gibbsboro Elementary School District,275,13.5%,"$13,548",34.4,2019
925,Thomas Jefferson Elementary School,K-5,Washington Township School District,600,21.5%,"$10,138",34.3,2019
926,Bellmawr Park Elementary School,"PK, KG-4",Bellmawr Public School District,481,52.6%,"$12,420",34.3,2019
927,Robert N. Wilentz Elementary School,K-4,Perth Amboy Public School District,834,89.8%,"$16,775",34.3,2019
928,Heywood Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,363,70.8%,"$11,274",34.2,2019
929,Hope Academy Charter School,K-8,Hope Academy Charter School,236,89.4%,"$7,849",34.2,2019
930,Sylvia Rosenauer Elementary School,"PK, KG-5",Jackson Township School District,307,43.3%,"$13,203",34.2,2019
931,West Dover Elementary School,K-5,Toms River Regional School District,383,29.2%,"$7,274",34.2,2019
932,Lindbergh Elementary School,1-6,Palisades Park School District,0,,"$11,637",34.1,2019
933,Philip's Academy Charter School,"PK, KG-8",Phillip's Academy Charter School,488,57.4%,"$10,953",34,2019
934,Lillian M. Dunfee Elementary,PK,Barnegat Township School District,382,55.0%,"$4,804",34,2019
935,Fairmount,"PK, KG-4",Hackensack School District,629,59.0%,"$15,858",34,2019
936,Walnut Street School,"PK, KG-5",Woodbury City Public School District,117,59.0%,"$13,368",34,2019
937,Deal Elementary School,K-8,Deal Boro School District,169,12.4%,"$16,125",33.9,2019
938,Paterson Charter School for Science/Technology,K-12,Paterson Charter School for Science and Technology,"1,439",77.6%,"$9,624",33.9,2019
939,Beverly City School District,"PK, KG-8",Beverly City School District,304,62.5%,"$14,330",33.8,2019
940,Woodrow Wilson School No. 19,"PK, KG-8",Elizabeth Public Schools,656,80.5%,"$9,319",33.5,2019
941,Park Avenue Elementary School,3-5,Freehold Borough School District,532,83.5%,"$12,564",33.5,2019
942,Colin Powell Elementary School,K-5,Union City School District,833,83.3%,"$10,464",33.4,2019
943,Henry E. Harris Community School,"PK, KG-8",Bayonne School District,708,53.7%,"$10,495",33.3,2019
944,Holly Hills Elementary School,"PK, KG-3",Westampton Township Public School District,448,21.4%,"$9,987",33.3,2019
945,John H. Winslow Elementary School,K-5,Vineland Public School District,468,44.4%,"$15,551",33.3,2019
946,Albio Sires Elementary School,K-6,West New York School District,685,89.1%,"$11,238",33.2,2019
947,Field Street School,1-3,Penns Grove-Carneys Point Regional School District,480,72.3%,"$10,390",33.1,2019
948,Clara B. Worth Elementary School,"PK, KG-4",Berkeley Township School District,586,21.7%,"$12,146",33,2019
949,Shark River Hills Elementary School,"PK, KG-5",Neptune Township School District,264,28.0%,"$12,635",32.7,2019
950,Washington Elementary School,"PK, KG-6",Kearny,541,72.1%,"$9,579",32.4,2019
951,Haledon Public School,"PK, KG-8",Haledon Public School District,"1,048",64.4%,"$12,560",32.3,2019
952,Ethel M Burke Elementary School,K-4,Bellmawr Public School District,259,43.2%,"$12,426",32.2,2019
953,Ford Avenue Elementary School,K-5,Woodbridge Township School District,247,36.4%,"$4,753",32.2,2019
954,Great Oaks Legacy Charter School,"PK, KG-12",Great Oaks Legacy Charter School,"1,622",87.0%,"$13,707",32.1,2019
955,Paterson Arts and Science Charter School,K-12,Paterson Arts and Science Charter School,788,73.9%,"$9,134",32,2019
956,Gertrude C. Folwell Elementary School,2-4,Mount Holly Township Public School District,323,62.8%,"$12,482",31.9,2019
957,Burch Charter School of Excellence,K-5,Burch Charter School of Excellence,354,91.2%,"$8,329",31.9,2019
958,Foundation Academy Charter School,K-12,Foundation Academy Charter School,"1,050",81.0%,"$11,069",31.9,2019
959,John H. Glenn School,"PK, KG-5",Pine Hill School District,453,57.4%,"$7,947",31.8,2019
960,Forked River Elementary School,K-4,Lacey Township School District,391,35.8%,"$13,075",31.7,2019
961,Pauline J. Petway Elementary School,K-5,Vineland Public School District,531,44.6%,"$14,495",31.7,2019
962,Number 6,"PK, KG-5",Linden Public School District,370,55.7%,"$9,307",31.5,2019
963,Greenwood Elementary School,"PK, KG-5",Hamilton Township Public School District,239,80.8%,"$10,973",31.4,2019
964,Pine Grove Manor School,"PK, KG-5",Franklin Township Public School District,331,76.7%,"$12,062",31.3,2019
965,Veterans Memorial Elementary School,K-5,Brick Township Public School District,615,40.5%,"$7,392",31.2,2019
966,Allamuchy Township School,3-8,Allamuchy Township School District,275,7.3%,"$12,269",31.2,2019
967,Keyport Central School,"PK, KG-8",Keyport School District,687,52.3%,"$10,296",31.2,2019
968,East Newark Elementary School,"PK, KG-5",East Newark School District,239,74.9%,"$10,532",31.2,2019
969,Christopher Columbus School #8,"PK, KG-5",Garfield Public School District,401,60.3%,"$11,164",30.9,2019
970,Emma Havens Young Elementary School,K-5,Brick Township Public School District,780,42.3%,"$6,611",30.9,2019
971,Maud Abrams School,3-4,Lower Township Elementary School District,421,51.1%,"$12,149",30.8,2019
972,Port Reading Avenue Elementary School,K-5,Woodbridge Township School District,392,44.4%,"$4,841",30.8,2019
973,School 27,"PK, KG-5",Paterson Public School District,841,75.9%,"$8,335",30.7,2019
974,Avenel Street Elementary School,K-5,Woodbridge Township School District,398,43.7%,"$4,286",30.5,2019
975,Lanes Mill Elementary School,K-5,Brick Township Public School District,568,39.1%,"$7,474",30.5,2019
976,Central Park Elementary School,2-3,Pennsville School District,259,38.2%,"$14,263",30.4,2019
977,Alice Costello Elementary School,"PK, KG-8",Brooklawn Public School District,315,60.6%,"$12,492",30.2,2019
978,Eastampton Township Community School,"PK, KG-8",Eastampton Township School District,586,24.1%,"$12,289",30.2,2019
979,Veterans' Memorial Elementary School,"PK, KG-5",Union City School District,606,89.4%,"$10,358",29.5,2019
980,Elmora School No. 12,"PK, KG-8",Elizabeth Public Schools,688,77.6%,"$9,954",29.4,2019
981,Achieve Community Charter School,K-8,Achieve Community Charter School,223,83.0%,"$13,424",29.3,2019
982,Washington School,1-3,Rutherford School District,326,6.4%,"$8,096",29.3,2019
983,East Dover Elementary School,K-5,Toms River Regional School District,702,33.9%,"$7,109",29.3,2019
984,Thomas G. Connors Elementary School,K-5,Hoboken Public School District,232,77.2%,"$18,095",29.3,2019
985,Abraham Lincoln School No. 14,K-8,Elizabeth Public Schools,875,77.3%,"$10,502",29.3,2019
986,Jackson Avenue,"PK, KG-4",Hackensack School District,464,67.9%,"$16,021",29.2,2019
987,Dr. William Mennies Elementary School,K-5,Vineland Public School District,554,61.7%,"$13,748",29.2,2019
988,H & M Potter School,"PK, KG-4",Berkeley Township School District,600,39.0%,"$12,702",28.6,2019
989,School #1,K-5,Clifton Public School District,264,66.3%,"$12,189",28.5,2019
990,Alpha Borough School,"PK, KG-8",Alpha Borough School District,205,38.0%,"$12,813",28.5,2019
991,Thomas A Edison Elementary School,"PK, KG-6",Union City School District,"1,019",95.9%,"$10,005",28.5,2019
992,Matthew Jago Elementary School,"PK, KG-5",Woodbridge Township School District,406,34.2%,"$6,230",28.4,2019
993,Compass Academy Charter School,"PK, KG-5",Compass Academy Charter School,202,59.4%,"$7,859",28.4,2019
994,Lincoln Elementary School,2-3,Harrison Public Schools,620,72.6%,"$16,899",28.2,2019
995,Edward J. Patten Elementary School,K-4,Perth Amboy Public School District,914,87.3%,"$15,922",28,2019
996,McKinley Elementary School,K-8,North Bergen School District,334,67.7%,"$7,659",28,2019
997,Winfield Township,"PK, KG-8",Winfield Township,135,22.2%,"$15,980",27.9,2019
998,Woodrow Wilson,"PK, KG-8",Neptune City School District,263,55.5%,"$16,187",27.9,2019
999,John F Kennedy Elementary School,1-8,North Bergen School District,529,72.0%,"$6,067",27.9,2019
1000,Abington Avenue School,"PK, KG-8",Newark Public School District,922,86.7%,"$8,498",27.9,2019
1001,Belleville PS3,K-6,Belleville Public School District,390,52.6%,,27.9,2019
1002,School #17,"PK, KG-5",Clifton Public School District,521,75.8%,"$12,646",27.8,2019
1003,Wilson Avenue School,K-8,Newark Public School District,"1,110",67.6%,"$8,387",27.8,2019
1004,Parkway Elementary School,"PK, KG-5",Ewing Township School District,409,60.4%,"$16,070",27.8,2019
1005,Walnut Street Elementary School,K-5,Toms River Regional School District,757,50.9%,"$6,860",27.5,2019
1006,Lindeneau Elementary School,K-5,Edison Township School District,442,29.0%,"$6,230",27.4,2019
1007,Number 1,"PK, KG-5",Linden Public School District,431,58.7%,"$9,841",27.4,2019
1008,Roland Rogers Elementary School,"PK, KG-6",Galloway Township Public School District,563,56.5%,"$12,794",27.2,2019
1009,Samuel T. Busansky School,3-5,Pemberton Township School District,333,41.4%,"$18,370",27.1,2019
1010,Watsessing Elementary School,K-6,Bloomfield Township School District,315,59.7%,"$9,551",27.1,2019
1011,Madison Monroe School No. 16,"PK, KG-8",Elizabeth Public Schools,658,76.0%,"$9,480",27,2019
1012,George J. Mitchell Elementary School,K-2,Little Egg Harbor Township School District,716,52.5%,"$17,733",26.9,2019
1013,Elizabeth Avenue School,"PK, KG-5",Franklin Township Public School District,493,53.5%,"$11,092",26.7,2019
1014,Whitney E. Houston Academy,"PK, KG-8",East Orange School District,369,62.3%,"$15,694",26.7,2019
1015,William L Antheil Elementary School,"PK, KG-5",Ewing Township School District,662,42.7%,"$16,183",26.6,2019
1016,Lafayette Estates Elementary School,K-5,Woodbridge Township School District,483,44.3%,"$3,842",26.6,2019
1017,Charles J. Riley School 9,"PK, KG-8",Paterson Public School District,771,84.2%,"$10,479",26.6,2019
1018,Roosevelt Elementary School,"PK, KG-6",Rahway Public School District,611,45.3%,"$14,584",26.5,2019
1019,Ridge Street School,K-8,Newark Public School District,745,75.8%,"$10,099",26.4,2019
1020,Solve D'Ippolito Elementary School,K-5,Vineland Public School District,566,62.9%,"$13,621",26.3,2019
1021,Winslow Township Elementary School One,"PK, KG-3",Winslow Township School District,350,55.7%,"$10,063",26.3,2019
1022,Sovereign Avenue School,"PK, KG-8",Atlantic City School District,735,97.3%,"$13,431",26.2,2019
1023,Number 4,"PK, KG-5",Linden Public School District,435,70.8%,"$7,691",26.2,2019
1024,Belleville PS8,"PK, KG-6",Belleville Public School District,502,54.6%,,26.2,2019
1025,Magnolia,"PK, KG-8",Magnolia School District,404,39.6%,"$15,707",26.1,2019
1026,Dr. Maya Angelou Elementary School,"PK, KG-5",Jersey City Public Schools,684,87.1%,"$9,010",25.9,2019
1027,Summerfiled Elementary School,"PK, KG-5",Neptune Township School District,461,39.9%,"$11,148",25.9,2019
1028,Horace Mann Community School,"PK, KG-8",Bayonne School District,577,46.3%,"$11,126",25.8,2019
1029,Mt Vernon Place School,"PK, KG-8",Newark Public School District,757,76.1%,"$9,356",25.6,2019
1030,Dane Barse Elementary School,K-5,Vineland Public School District,271,67.9%,"$17,767",25.6,2019
1031,Herbert N. Richardson 21st Century School,K-4,Perth Amboy Public School District,710,92.0%,"$20,241",25.3,2019
1032,Benjamin Franklin Elementary School,"PK, KG-3",Pennsauken Township Board of Education School District,361,67.9%,"$9,951",25.3,2019
1033,Twin Hills Elementary School,K-4,Willingboro Public School District,307,60.3%,"$11,881",25.2,2019
1034,Woodrow Wilson Elementary School,"PK, KG-8",New Brunswick School District,416,25.2%,"$11,278",25.1,2019
1035,Robert Waters Elementary School,"PK, KG-6",Union City School District,"1,084",93.5%,"$9,833",25,2019
1036,School 5,K-5,Paterson Public School District,640,71.4%,"$10,638",24.9,2019
1037,Franklin Elementary School,"PK, KG-6",Rahway Public School District,718,64.9%,"$11,340",24.8,2019
1038,Charles F. Seabrook School,"PK, KG-2",Upper Deerfield Township School District,383,58.5%,"$14,716",24.7,2019
1039,Pine Beach Elementary School,K-5,Toms River Regional School District,435,30.8%,"$6,491",24.7,2019
1040,Hope Community Charter School,K-7,Hope Community Charter School,158,100.0%,"$9,684",24.7,2019
1041,Nathan Hale Elementary School,"PK, KG-5",Carteret Public School District,480,84.0%,"$5,184",24.5,2019
1042,Leeds Avenue Elementary School,"PK, KG-5",Pleasantville Public School District,625,92.0%,"$14,104",24.4,2019
1043,Mildred Magowan Elementary School,"PK, KG-4",Edgewater Park Township School District,528,56.1%,"$11,624",24.3,2019
1044,Main Road School,3-4,Township of Franklin School District,394,34.8%,"$6,702",24.3,2019
1045,Dr. Albert M. Bean School,"PK, KG-5",Pine Hill School District,370,61.1%,"$9,096",24.2,2019
1046,Mahatma K. Gandhi School,"PK, KG-8",Jersey City Public Schools,"1,434",70.7%,"$10,107",24.1,2019
1047,South River Elementary School,2-5,South River Public School District,567,49.4%,"$9,291",24.1,2019
1048,Ventnor Elementary School,"PK, KG-4",Ventnor City School District,376,62.0%,"$6,322",24,2019
1049,Nicholas S. Lacorte-Peterstown School No. 3,K-8,Elizabeth Public Schools,728,85.9%,"$10,474",23.9,2019
1050,Roberto Clemente Elementary School,"PK, KG-7",Newark Public School District,551,66.8%,"$10,558",23.9,2019
1051,Salome Ure?a Elementary School,"PK, KG-7",Newark Public School District,285,63.2%,"$12,232",23.8,2019
1052,Gregory Elementary School,K-5,LONG BRANCH PUBLIC SCHOOL District,552,84.4%,"$11,224",23.8,2019
1053,William Shemin Midtown Community School #8,"PK, KG-8",Bayonne School District,"1,204",76.5%,"$8,530",23.8,2019
1054,George L. Hess Educational Complex,2-5,Hamilton Township School District,"1,425",52.5%,"$9,563",23.7,2019
1055,Ocean Township Elementary School,"PK, KG-4",Township of Ocean School District,403,36.2%,"$9,638",23.7,2019
1056,Joseph Battin School No 4,K-8,Elizabeth Public Schools,825,82.5%,"$10,619",23.7,2019
1057,Anthony Rossi Elementary School,K-5,Vineland Public School District,643,49.1%,"$13,533",23.7,2019
1058,Washington Elementary School,1-4,Roselle Public School District,312,62.8%,"$14,333",23.7,2019
1059,Public School Number One,K-6,West New York School District,834,89.2%,"$9,104",23.6,2019
1060,School #4,"PK, KG-5",Clifton Public School District,163,73.6%,"$12,498",23.6,2019
1061,Shady Lane Elementary School,2-6,Deptford Township Public School District,390,51.5%,"$7,987",23.6,2019
1062,School 24,"PK, KG-8",Paterson Public School District,840,79.2%,"$7,719",23.6,2019
1063,Greater Brunswick Charter School,K-8,Greater Brunswick Charter School,392,83.7%,"$10,212",23.4,2019
1064,Kisthardt Elementary School,"PK, KG-5",Hamilton Township Public School District,234,57.7%,"$11,468",23.3,2019
1065,Hurden Looker School,2-6,Hillside Public School District,461,65.3%,"$6,063",23.2,2019
1066,Hillcrest School,"PK, KG-5",Franklin Township Public School District,436,50.5%,"$9,753",23.2,2019
1067,Waretown Elementary School,"PK, KG-2",Ocean Township School District,309,37.9%,"$11,819",23.2,2019
1068,Sussex Avenue School,"PK, KG-8",Newark Public School District,457,79.2%,"$9,703",23.1,2019
1069,Robert Morris School No. 18,"PK, KG-8",Elizabeth Public Schools,573,78.4%,"$9,936",23,2019
1070,Belleville PS7,"PK, KG-6",Belleville Public School District,430,45.6%,,22.9,2019
1071,Public School Number Five,K-6,West New York School District,692,92.9%,"$9,084",22.8,2019
1072,Roebling Elementary School,"PK, KG-3",Florence Township School District,396,19.2%,"$6,070",22.7,2019
1073,Joseph H. Brensinger School,"PK, KG-8",Jersey City Public Schools,"1,278",91.2%,"$9,638",22.5,2019
1074,East Orange Community Charter School,K-4,East Orange Community Charter School,493,100.0%,"$7,509",22.5,2019
1075,Tulsa Trail Elementary School,2-3,Hopatcong Borough School District,235,25.5%,"$9,796",22.5,2019
1076,East End School,"PK, KG-4",North Plainfield School District,423,53.2%,"$10,925",22.4,2019
1077,iPrep Academy School No 8,K-8,Elizabeth Public Schools,431,81.0%,"$9,452",22.3,2019
1078,Passaic Arts and Science Charter School,K-12,Passaic Arts and Science Charter School,"1,450",70.6%,"$9,416",22.3,2019
1079,Paul Robeson Community School for the Arts,"PK, KG-8",New Brunswick School District,665,56.1%,"$9,460",22.3,2019
1080,Woodlynne Boro Public School,"PK, KG-8",Woodlynne School District,380,90.3%,"$13,716",22.2,2019
1081,Ashbrook Elementary School,"PK, KG-2",Lumberton Township Board of Education,212,26.4%,"$13,612",22.2,2019
1082,Cicely L. Tyson Community Elementary School,"PK, KG-5",East Orange School District,504,60.1%,"$10,050",22.1,2019
1083,Jersey City Community Charter School,K-8,Jersey City Community Charter School,582,76.5%,"$5,983",22.1,2019
1084,Benjamin Banneker Academy,"PK, KG-7",East Orange School District,511,55.0%,"$10,883",22,2019
1085,Dionne Warwick Institute,"PK, KG-5",East Orange School District,462,67.7%,"$10,897",22,2019
1086,Roberto Clemente,K-5,Paterson Public School District,341,95.6%,"$7,990",21.9,2019
1087,Emerson Community School,K-5,Plainfield Public School District,459,88.5%,"$9,801",21.8,2019
1088,Dr. Antonia Pantoja School No. 27,"PK, KG-8",Elizabeth Public Schools,971,77.9%,"$8,896",21.8,2019
1089,Ocean Academy Charter School,K-6,Ocean Academy Charter School,151,78.1%,"$8,235",21.6,2019
1090,West End Memorial Elementary School,"PK, KG-5",Woodbury City Public School District,435,63.4%,"$11,934",21.4,2019
1091,Rosa Parks Community School,3-7,ORANGE BOARD OF EDUCATION School District,988,83.8%,"$8,884",21.3,2019
1092,Community Charter School of Paterson,K-8,Community Charter School of Paterson,918,63.5%,"$10,771",21.1,2019
1093,Phillipsburg Elementary School,3-5,Phillipsburg School District,657,75.6%,"$15,299",20.9,2019
1094,Abraham Lincoln School #6,"PK, KG-5",Garfield Public School District,375,78.7%,"$12,925",20.9,2019
1095,Franklin Elementary School,1-8,North Bergen School District,612,62.9%,"$5,450",20.8,2019
1096,Langston Hughes Elementary School,"PK, KG-5",East Orange School District,589,61.1%,"$10,669",20.7,2019
1097,Ecole Toussaint Louverture,"PK, KG-5",East Orange School District,297,72.7%,"$12,074",20.7,2019
1098,Shelia Y. Oliver Academy,"PK, KG-7",East Orange School District,325,64.9%,"$12,075",20.6,2019
1099,Lincoln Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,722,80.5%,"$9,475",20.5,2019
1100,Chatsworth Elementary School,"PK, KG-8",Woodland Township School District,129,17.8%,"$15,535",20.5,2019
1101,G.H. Carson Elementary School,"PK, KG-3",Pennsauken Township Board of Education School District,300,68.0%,"$9,874",20.4,2019
1102,Christopher Columbus School No. 15,K-8,Elizabeth Public Schools,665,86.5%,"$9,543",20.4,2019
1103,John Marshal School No. 20,K-8,Elizabeth Public Schools,382,89.3%,"$12,585",20.4,2019
1104,Rieck Avenue Elementary School,K-5,Millville School District,470,65.5%,"$11,375",20,2019
1105,Number 2,"PK, KG-5",Linden Public School District,638,66.8%,"$9,950",20,2019
1106,Maude M. Wilkins Elementary School,2-4,Maple Shade School District,406,47.3%,"$8,864",19.9,2019
1107,Thomas Sharp Elementary School,"PK, KG-5",Collingswood Public School District,184,51.1%,"$12,962",19.9,2019
1108,Parsons,"PK, KG-4",North Brunswick Township School District,706,58.9%,"$8,618",19.9,2019
1109,Anthony V. Ceres Elementary School,K-4,Perth Amboy Public School District,651,91.4%,"$18,904",19.7,2019
1110,Herma S. Simmons Elementary School,"PK, KG-5",Clayton Public School District,698,44.1%,"$9,240",19.7,2019
1111,Berkeley Elementary School,K-6,Bloomfield Township School District,445,64.5%,"$7,007",19.6,2019
1112,Maurice River Township School,"PK, KG-8",Maurice River Township School District,403,41.9%,"$11,252",19.6,2019
1113,Mario Drago School No. 3,"PK, KG-8",Passaic City School District,803,99.5%,"$10,486",19.3,2019
1114,Park Avenue Elementary School,"PK, KG-8",ORANGE BOARD OF EDUCATION School District,427,82.2%,"$11,933",19.2,2019
1115,Washington Elementary School,K-5,Trenton Public School District,409,91.0%,"$8,112",19.1,2019
1116,Alexander D. Sullivan School,"PK, KG-5",Jersey City Public Schools,685,88.5%,"$11,486",19,2019
1117,A.E. Burling Elementary School,"PK, KG-5",Pennsauken Township Board of Education School District,108,60.2%,"$12,804",18.8,2019
1118,West End School,"PK, KG-4",North Plainfield School District,488,48.0%,"$10,488",18.8,2019
1119,M. Joan Pearson Elementary School,K-5,Delanco Township School District,268,38.8%,"$6,205",18.7,2019
1120,Mabel G. Homes School No. 5,"PK, KG-8",Elizabeth Public Schools,863,85.2%,"$8,660",18.6,2019
1121,School 29,K-4,Paterson Public School District,340,62.9%,"$8,131",18.6,2019
